probe_id,user_id,domain,first_target_habit_id,second_target_habit_id,first_target_state_time,second_target_state_time,as_of_phrase,task2_deictic_rewrites_json,old_query,new_query,old_scope_binding_ambiguous,new_scope_binding_explicit
mdgo_v11_probe_000744,mdgo_v05_fin_user_0022,finance,finance_fee_dispute_evidence_then_case,finance_payment_status_latest_check,,2023-05-17T13:00:00,"1:00 pm on May 17, 2023","[""stands_now""]","As of 1:00 pm on May 17, 2023, The $858 charge from Lakeside Studio on card ending 9116 still does not reconcile. Tell me where the $457 payment to Meadow Insurance stands now. The task shares vocabulary with an earlier boundary case, but not necessarily its decision state. The calendar is tight, so I need a clean answer rather than a discussion of every possible workflow.","Keep the effective dates separate in this closeout. For the first workstream, use my current standing process: The $858 charge from Lakeside Studio on card ending 9116 still does not reconcile. For the second, recover the process in force at 1:00 pm on May 17, 2023: Tell me where the $457 payment to Meadow Insurance stood at that time. The task shares vocabulary with an earlier boundary case, but not necessarily its decision state. The calendar is tight, so I need a clean answer rather than a discussion of every possible workflow.",1,1
mdgo_v11_probe_000746,mdgo_v05_fin_user_0025,finance,finance_balance_statement_summary_first,finance_payment_status_latest_check,,2023-05-10T11:00:00,"11:00 am on May 10, 2023","[""stands_now""]","As of 11:00 am on May 10, 2023, Review the March 18 statement for checking ending 4545 and explain the change. Tell me where the $1208 payment to Northline Storage stands now. The wording resembles an older exception, although the operational facts are the ones stated here. The request is ordinary enough that the process details are easy to overlook.","The two workstreams use different policy snapshots. Resolve the first with my current standing process: Review the March 18 statement for checking ending 4545 and explain the change. Resolve the second with the process that applied at 11:00 am on May 10, 2023: Tell me where the $1208 payment to Northline Storage stood at that time. The wording resembles an older exception, although the operational facts are the ones stated here. The request is ordinary enough that the process details are easy to overlook.",1,1
mdgo_v11_probe_000757,mdgo_v05_fin_user_0026,finance,finance_fee_dispute_evidence_then_case,finance_balance_statement_summary_first,,2025-07-08T15:00:00,"3:00 pm on July 8, 2025","[""latest_activity""]","As of 3:00 pm on July 8, 2025, The $652 charge from Maple Dental on card ending 9208 still does not reconcile. Reconcile the latest activity on card ending 9208 for the workspace lease. A familiar phrase appears in this request, while the actual scope and date remain case-specific. The calendar is tight, so I need a clean answer rather than a discussion of every possible workflow.","Build one closeout without merging the time scopes. Use my current standing process for the first workstream: The $652 charge from Maple Dental on card ending 9208 still does not reconcile. Use the process effective at 3:00 pm on July 8, 2025 for the second: Reconcile the activity available at that time on card ending 9208 for the workspace lease. A familiar phrase appears in this request, while the actual scope and date remain case-specific. The calendar is tight, so I need a clean answer rather than a discussion of every possible workflow.",1,1
mdgo_v11_probe_000789,mdgo_v05_sof_user_0008,software,software_collect_diagnostics_before_fix,software_platform_specific_steps,,2025-06-20T18:00:00,"6:00 pm on June 20, 2025",[],"As of 6:00 pm on June 20, 2025, Pdf Export fails in Orbit Office on Ubuntu 24.04 with error SYNC-17; diagnose it. Set up template gallery in Orbit Office on Ubuntu 24.04. A familiar phrase appears in this request, while the actual scope and date remain case-specific. The request is ordinary enough that the process details are easy to overlook.","The two workstreams use different policy snapshots. Resolve the first with my current standing process: Pdf Export fails in Orbit Office on Ubuntu 24.04 with error SYNC-17; diagnose it. Resolve the second with the process that applied at 6:00 pm on June 20, 2025: Set up template gallery in Orbit Office on Ubuntu 24.04. A familiar phrase appears in this request, while the actual scope and date remain case-specific. The request is ordinary enough that the process details are easy to overlook.",1,1
mdgo_v11_probe_000836,mdgo_v05_fin_user_0011,finance,finance_fraud_lost_card_urgent_escalation,finance_fee_dispute_evidence_then_case,,2023-05-20T15:00:00,"3:00 pm on May 20, 2023",[],"As of 3:00 pm on May 20, 2023, A $2422 charge at Beacon Storage is unfamiliar on card ending 8863. The $1814 charge from Granite Office on card ending 8863 still does not reconcile. A familiar phrase appears in this request, while the actual scope and date remain case-specific. I am between meetings; give me one coherent closeout without dropping any checkpoint.","Prepare a two-part handoff. The first part must follow my current standing process: A $2422 charge at Beacon Storage is unfamiliar on card ending 8863. The second part must follow the process effective at 3:00 pm on May 20, 2023: The $1814 charge from Granite Office on card ending 8863 still does not reconcile. A familiar phrase appears in this request, while the actual scope and date remain case-specific. I am between meetings; give me one coherent closeout without dropping any checkpoint.",1,1
mdgo_v11_probe_000875,mdgo_v05_fin_user_0025,finance,finance_balance_statement_summary_first,finance_credit_loan_cautious_no_commitment,,2025-06-20T12:00:00,"12:00 pm on June 20, 2025",[],"As of 12:00 pm on June 20, 2025, Review the September 8 statement for checking ending 4545 and explain the change. Assess a $16800 line-of-credit question for the home repair. The wording resembles an older exception, although the operational facts are the ones stated here. I am between meetings; give me one coherent closeout without dropping any checkpoint.","Prepare one closeout with two policy dates. Apply my current standing process to the first workstream: Review the September 8 statement for checking ending 4545 and explain the change. For the second workstream, use the process that was in force at 12:00 pm on June 20, 2025: Assess a $16800 line-of-credit question for the home repair. The wording resembles an older exception, although the operational facts are the ones stated here. I am between meetings; give me one coherent closeout without dropping any checkpoint.",1,1
mdgo_v11_probe_000915,mdgo_v07_sof_user_0015,software,software_backup_before_risky_change,software_platform_specific_steps,,2025-07-02T16:00:00,"4:00 pm on July 2, 2025",[],"As of 4:00 pm on July 2, 2025, Prepare the Vertex Desk 8.1.6 reset on Windows 11 without losing the current setup. Set up notification rules in Vertex Desk on Windows 11. The task shares vocabulary with an earlier boundary case, but not necessarily its decision state. Please keep the response compact even though the case has more than one workstream.","Do not collapse the two time scopes. Apply my current standing process to the first workstream: Prepare the Vertex Desk 8.1.6 reset on Windows 11 without losing the current setup. Apply the process that was in force at 4:00 pm on July 2, 2025 to the second: Set up notification rules in Vertex Desk on Windows 11. The task shares vocabulary with an earlier boundary case, but not necessarily its decision state. Please keep the response compact even though the case has more than one workstream.",1,1
mdgo_v11_probe_001033,mdgo_v05_fin_user_0025,finance,finance_balance_statement_summary_first,finance_credit_loan_cautious_no_commitment,,2025-06-20T12:00:00,"12:00 pm on June 20, 2025",[],"As of 12:00 pm on June 20, 2025, Review the August 15 statement for checking ending 4545 and explain the change. Assess a $12630 line-of-credit question for the clinic reimbursement. The wording resembles an older exception, although the operational facts are the ones stated here. This looks routine on the surface, but keep the record reviewable.","The two workstreams use different policy snapshots. Resolve the first with my current standing process: Review the August 15 statement for checking ending 4545 and explain the change. Resolve the second with the process that applied at 12:00 pm on June 20, 2025: Assess a $12630 line-of-credit question for the clinic reimbursement. The wording resembles an older exception, although the operational facts are the ones stated here. This looks routine on the surface, but keep the record reviewable.",1,1
mdgo_v11_probe_001061,mdgo_v05_fin_user_0033,finance,finance_payment_status_latest_check,finance_fraud_lost_card_urgent_escalation,,2025-07-03T20:00:00,"8:00 pm on July 3, 2025",[],"As of 8:00 pm on July 3, 2025, Tell me where the $544 payment to Oakline Media stands now. Card ending 9369 went missing during the travel deposit. The wording resembles an older exception, although the operational facts are the ones stated here. I am between meetings; give me one coherent closeout without dropping any checkpoint.","The two workstreams use different policy snapshots. Resolve the first with my current standing process: Tell me where the $544 payment to Oakline Media stands now. Resolve the second with the process that applied at 8:00 pm on July 3, 2025: Card ending 9369 went missing during the travel deposit. The wording resembles an older exception, although the operational facts are the ones stated here. I am between meetings; give me one coherent closeout without dropping any checkpoint.",1,1
mdgo_v11_probe_001087,mdgo_v05_fin_user_0018,finance,finance_fraud_lost_card_urgent_escalation,finance_confirm_money_movement,,2025-06-20T20:00:00,"8:00 pm on June 20, 2025",[],"As of 8:00 pm on June 20, 2025, A $1396 charge at Juniper Wireless is unfamiliar on card ending 9024. Prepare a $1071 payment from checking ending 4426 to Beacon Property Services for November 13. The task shares vocabulary with an earlier boundary case, but not necessarily its decision state. The calendar is tight, so I need a clean answer rather than a discussion of every possible workflow.","Build one closeout without merging the time scopes. Use my current standing process for the first workstream: A $1396 charge at Juniper Wireless is unfamiliar on card ending 9024. Use the process effective at 8:00 pm on June 20, 2025 for the second: Prepare a $1071 payment from checking ending 4426 to Beacon Property Services for November 13. The task shares vocabulary with an earlier boundary case, but not necessarily its decision state. The calendar is tight, so I need a clean answer rather than a discussion of every possible workflow.",1,1
mdgo_v11_probe_001165,mdgo_v07_sof_user_0011,software,software_backup_before_risky_change,software_collect_diagnostics_before_fix,,2025-06-24T15:00:00,"3:00 pm on June 24, 2025",[],"As of 3:00 pm on June 24, 2025, Prepare the Cobalt Office 9.3.4 reset on Ubuntu 24.04 without losing the current setup. Cobalt Office 8.0.3 closes when I use file preview in Firefox. A familiar phrase appears in this request, while the actual scope and date remain case-specific. The request is ordinary enough that the process details are easy to overlook.","The two workstreams use different policy snapshots. Resolve the first with my current standing process: Prepare the Cobalt Office 9.3.4 reset on Ubuntu 24.04 without losing the current setup. Resolve the second with the process that applied at 3:00 pm on June 24, 2025: Cobalt Office 8.0.3 closes when I use file preview in Firefox. A familiar phrase appears in this request, while the actual scope and date remain case-specific. The request is ordinary enough that the process details are easy to overlook.",1,1
mdgo_v11_probe_001166,mdgo_v07_sof_user_0016,software,software_platform_specific_steps,software_docs_lookup_for_update_install,,2023-04-25T09:00:00,"9:00 am on April 25, 2023",[],"As of 9:00 am on April 25, 2023, Show me how to configure file preview in Seabird Office 9.2.0. Check the installation guidance for offline search on macOS 15. A familiar phrase appears in this request, while the actual scope and date remain case-specific. I am between meetings; give me one coherent closeout without dropping any checkpoint.","Build one closeout without merging the time scopes. Use my current standing process for the first workstream: Show me how to configure file preview in Seabird Office 9.2.0. Use the process effective at 9:00 am on April 25, 2023 for the second: Check the installation guidance for offline search on macOS 15. A familiar phrase appears in this request, while the actual scope and date remain case-specific. I am between meetings; give me one coherent closeout without dropping any checkpoint.",1,1
mdgo_v11_probe_001186,mdgo_v05_fin_user_0001,finance,finance_fraud_lost_card_urgent_escalation,finance_payment_status_latest_check,,2023-04-28T11:00:00,"11:00 am on April 28, 2023","[""stands_now""]","As of 11:00 am on April 28, 2023, A $1583 charge at Cedar Market is unfamiliar on card ending 8633. Tell me where the $1588 payment to Cedar Dental stands now. A familiar phrase appears in this request, while the actual scope and date remain case-specific. This looks routine on the surface, but keep the record reviewable.","Prepare one closeout with two policy dates. Apply my current standing process to the first workstream: A $1583 charge at Cedar Market is unfamiliar on card ending 8633. For the second workstream, use the process that was in force at 11:00 am on April 28, 2023: Tell me where the $1588 payment to Cedar Dental stood at that time. A familiar phrase appears in this request, while the actual scope and date remain case-specific. This looks routine on the surface, but keep the record reviewable.",1,1
mdgo_v11_probe_001194,mdgo_v07_sof_user_0009,software,software_ticket_receipt_summary,software_collect_diagnostics_before_fix,,2023-04-19T16:00:00,"4:00 pm on April 19, 2023",[],"As of 4:00 pm on April 19, 2023, Submit the reproducible Helio Desk 10.0.1 defect and give me the handoff record. Helio Desk 10.2.7 closes when I use shared inbox in Edge. A familiar phrase appears in this request, while the actual scope and date remain case-specific. Please keep the response compact even though the case has more than one workstream.","Prepare a two-part handoff. The first part must follow my current standing process: Submit the reproducible Helio Desk 10.0.1 defect and give me the handoff record. The second part must follow the process effective at 4:00 pm on April 19, 2023: Helio Desk 10.2.7 closes when I use shared inbox in Edge. A familiar phrase appears in this request, while the actual scope and date remain case-specific. Please keep the response compact even though the case has more than one workstream.",1,1
mdgo_v11_probe_001210,mdgo_v05_fin_user_0027,finance,finance_balance_statement_summary_first,finance_fee_dispute_evidence_then_case,,2023-05-14T13:00:00,"1:00 pm on May 14, 2023",[],"As of 1:00 pm on May 14, 2023, Review the December 4 statement for checking ending 4579 and explain the change. Review the $1342 fee posted by Atlas Learning on November 13 and prepare the case if the mismatch remains. A familiar phrase appears in this request, while the actual scope and date remain case-specific. The calendar is tight, so I need a clean answer rather than a discussion of every possible workflow.","Keep the effective dates separate in this closeout. For the first workstream, use my current standing process: Review the December 4 statement for checking ending 4579 and explain the change. For the second, recover the process in force at 1:00 pm on May 14, 2023: Review the $1342 fee posted by Atlas Learning on November 13 and prepare the case if the mismatch remains. A familiar phrase appears in this request, while the actual scope and date remain case-specific. The calendar is tight, so I need a clean answer rather than a discussion of every possible workflow.",1,1
mdgo_v11_probe_001241,mdgo_v05_fin_user_0017,finance,finance_fraud_lost_card_urgent_escalation,finance_credit_loan_cautious_no_commitment,,2025-07-01T12:00:00,"12:00 pm on July 1, 2025",[],"As of 12:00 pm on July 1, 2025, A $2146 charge at Cedar Market is unfamiliar on card ending 9001. Compare financing paths for a $17168 travel deposit. The task shares vocabulary with an earlier boundary case, but not necessarily its decision state. Please keep the response compact even though the case has more than one workstream.","Use different effective dates for the two workstreams. The first follows my current standing process: A $2146 charge at Cedar Market is unfamiliar on card ending 9001. The second follows the process in force at 12:00 pm on July 1, 2025: Compare financing paths for a $17168 travel deposit. The task shares vocabulary with an earlier boundary case, but not necessarily its decision state. Please keep the response compact even though the case has more than one workstream.",1,1
mdgo_v11_probe_001247,mdgo_v05_fin_user_0007,finance,finance_payment_status_latest_check,finance_confirm_card_account_changes,,2025-06-27T11:00:00,"11:00 am on June 27, 2025",[],"As of 11:00 am on June 27, 2025, Check the present state of the $2114 transfer from checking ending 4239 for the professional membership. Move the mailing address for checking ending 4239 to the verified address on file. The task shares vocabulary with an earlier boundary case, but not necessarily its decision state. Please keep the response compact even though the case has more than one workstream.","Build one closeout without merging the time scopes. Use my current standing process for the first workstream: Check the present state of the $2114 transfer from checking ending 4239 for the professional membership. Use the process effective at 11:00 am on June 27, 2025 for the second: Move the mailing address for checking ending 4239 to the verified address on file. The task shares vocabulary with an earlier boundary case, but not necessarily its decision state. Please keep the response compact even though the case has more than one workstream.",1,1
mdgo_v11_probe_001275,mdgo_v07_sof_user_0010,software,software_backup_before_risky_change,software_platform_specific_steps,,2025-07-05T12:00:00,"12:00 pm on July 5, 2025",[],"As of 12:00 pm on July 5, 2025, Plan the risky configuration change for client portal in Quanta Workspace. Show me how to configure shared inbox in Quanta Workspace 9.2.0. The task shares vocabulary with an earlier boundary case, but not necessarily its decision state. I am between meetings; give me one coherent closeout without dropping any checkpoint.","Prepare one closeout with two policy dates. Apply my current standing process to the first workstream: Plan the risky configuration change for client portal in Quanta Workspace. For the second workstream, use the process that was in force at 12:00 pm on July 5, 2025: Show me how to configure shared inbox in Quanta Workspace 9.2.0. The task shares vocabulary with an earlier boundary case, but not necessarily its decision state. I am between meetings; give me one coherent closeout without dropping any checkpoint.",1,1
mdgo_v11_probe_001289,mdgo_v05_fin_user_0015,finance,finance_balance_statement_summary_first,finance_payment_status_latest_check,,2025-07-08T19:00:00,"7:00 pm on July 8, 2025","[""stands_now""]","As of 7:00 pm on July 8, 2025, Reconcile the latest activity on card ending 8955 for the clinic reimbursement. Tell me where the $1434 payment to Beacon Property Services stands now. A familiar phrase appears in this request, while the actual scope and date remain case-specific. The request is ordinary enough that the process details are easy to overlook.","Do not collapse the two time scopes. Apply my current standing process to the first workstream: Reconcile the latest activity on card ending 8955 for the clinic reimbursement. Apply the process that was in force at 7:00 pm on July 8, 2025 to the second: Tell me where the $1434 payment to Beacon Property Services stood at that time. A familiar phrase appears in this request, while the actual scope and date remain case-specific. The request is ordinary enough that the process details are easy to overlook.",1,1
mdgo_v11_probe_001302,mdgo_v05_sof_user_0007,software,software_docs_lookup_for_update_install,software_collect_diagnostics_before_fix,,2023-05-06T10:00:00,"10:00 am on May 6, 2023",[],"As of 10:00 am on May 6, 2023, Work out the correct Nimbus Workbench 8.0.3 update path for macOS 15. Nimbus Workbench 9.2.0 closes when I use client portal in Safari. The task shares vocabulary with an earlier boundary case, but not necessarily its decision state. The request is ordinary enough that the process details are easy to overlook.","Build one closeout without merging the time scopes. Use my current standing process for the first workstream: Work out the correct Nimbus Workbench 8.0.3 update path for macOS 15. Use the process effective at 10:00 am on May 6, 2023 for the second: Nimbus Workbench 9.2.0 closes when I use client portal in Safari. The task shares vocabulary with an earlier boundary case, but not necessarily its decision state. The request is ordinary enough that the process details are easy to overlook.",1,1
mdgo_v11_probe_001339,mdgo_v05_sof_user_0000,software,software_docs_lookup_for_update_install,software_one_try_then_escalate,,2025-06-24T09:00:00,"9:00 am on June 24, 2025",[],"As of 9:00 am on June 24, 2025, Check the installation guidance for calendar sync on Windows 11. Error DB-63 is reproducible in AsterDesk; decide the next support step. The task shares vocabulary with an earlier boundary case, but not necessarily its decision state. I am between meetings; give me one coherent closeout without dropping any checkpoint.","Prepare one closeout with two policy dates. Apply my current standing process to the first workstream: Check the installation guidance for calendar sync on Windows 11. For the second workstream, use the process that was in force at 9:00 am on June 24, 2025: Error DB-63 is reproducible in AsterDesk; decide the next support step. The task shares vocabulary with an earlier boundary case, but not necessarily its decision state. I am between meetings; give me one coherent closeout without dropping any checkpoint.",1,1
mdgo_v11_probe_001511,mdgo_v07_sof_user_0011,software,software_collect_diagnostics_before_fix,software_ticket_receipt_summary,,2025-07-06T11:00:00,"11:00 am on July 6, 2025",[],"As of 11:00 am on July 6, 2025, Contact Import fails in Cobalt Office on Ubuntu 24.04 with error E-418; diagnose it. Submit the reproducible Cobalt Office 8.0.3 defect and give me the handoff record. A familiar phrase appears in this request, while the actual scope and date remain case-specific. The request is ordinary enough that the process details are easy to overlook.","Prepare one closeout with two policy dates. Apply my current standing process to the first workstream: Contact Import fails in Cobalt Office on Ubuntu 24.04 with error E-418; diagnose it. For the second workstream, use the process that was in force at 11:00 am on July 6, 2025: Submit the reproducible Cobalt Office 8.0.3 defect and give me the handoff record. A familiar phrase appears in this request, while the actual scope and date remain case-specific. The request is ordinary enough that the process details are easy to overlook.",1,1
mdgo_v11_probe_001569,mdgo_v07_sof_user_0017,software,software_ticket_receipt_summary,software_platform_specific_steps,,2025-07-02T11:00:00,"11:00 am on July 2, 2025",[],"As of 11:00 am on July 2, 2025, Submit the reproducible Orchid Workspace 10.2.7 defect and give me the handoff record. Set up shared inbox in Orchid Workspace on Ubuntu 24.04. The wording resembles an older exception, although the operational facts are the ones stated here. This looks routine on the surface, but keep the record reviewable.","Build one closeout without merging the time scopes. Use my current standing process for the first workstream: Submit the reproducible Orchid Workspace 10.2.7 defect and give me the handoff record. Use the process effective at 11:00 am on July 2, 2025 for the second: Set up shared inbox in Orchid Workspace on Ubuntu 24.04. The wording resembles an older exception, although the operational facts are the ones stated here. This looks routine on the surface, but keep the record reviewable.",1,1
mdgo_v11_probe_001614,mdgo_v07_sof_user_0011,software,software_ticket_receipt_summary,software_backup_before_risky_change,,2023-04-17T11:00:00,"11:00 am on April 17, 2023",[],"As of 11:00 am on April 17, 2023, Submit the reproducible Cobalt Office 10.0.1 defect and give me the handoff record. Plan the risky configuration change for meeting captions in Cobalt Office. A familiar phrase appears in this request, while the actual scope and date remain case-specific. I am between meetings; give me one coherent closeout without dropping any checkpoint.","Keep the effective dates separate in this closeout. For the first workstream, use my current standing process: Submit the reproducible Cobalt Office 10.0.1 defect and give me the handoff record. For the second, recover the process in force at 11:00 am on April 17, 2023: Plan the risky configuration change for meeting captions in Cobalt Office. A familiar phrase appears in this request, while the actual scope and date remain case-specific. I am between meetings; give me one coherent closeout without dropping any checkpoint.",1,1
mdgo_v11_probe_001616,mdgo_v05_fin_user_0033,finance,finance_fraud_lost_card_urgent_escalation,finance_payment_status_latest_check,,2023-04-22T15:00:00,"3:00 pm on April 22, 2023","[""stands_now""]","As of 3:00 pm on April 22, 2023, A $508 charge at Maple Dental is unfamiliar on card ending 9369. Tell me where the $2057 payment to Meadow Insurance stands now. A familiar phrase appears in this request, while the actual scope and date remain case-specific. I am between meetings; give me one coherent closeout without dropping any checkpoint.","Build one closeout without merging the time scopes. Use my current standing process for the first workstream: A $508 charge at Maple Dental is unfamiliar on card ending 9369. Use the process effective at 3:00 pm on April 22, 2023 for the second: Tell me where the $2057 payment to Meadow Insurance stood at that time. A familiar phrase appears in this request, while the actual scope and date remain case-specific. I am between meetings; give me one coherent closeout without dropping any checkpoint.",1,1
mdgo_v11_probe_001719,mdgo_v05_fin_user_0007,finance,finance_payment_status_latest_check,finance_confirm_card_account_changes,,2025-06-27T11:00:00,"11:00 am on June 27, 2025",[],"As of 11:00 am on June 27, 2025, Tell me where the $145 payment to Oakline Media stands now. Replace card ending 8771; its chip has stopped working. The wording resembles an older exception, although the operational facts are the ones stated here. This looks routine on the surface, but keep the record reviewable.","The two workstreams use different policy snapshots. Resolve the first with my current standing process: Tell me where the $145 payment to Oakline Media stands now. Resolve the second with the process that applied at 11:00 am on June 27, 2025: Replace card ending 8771; its chip has stopped working. The wording resembles an older exception, although the operational facts are the ones stated here. This looks routine on the surface, but keep the record reviewable.",1,1
mdgo_v11_probe_001726,mdgo_v05_fin_user_0005,finance,finance_fraud_lost_card_urgent_escalation,finance_payment_status_latest_check,,2023-04-21T14:00:00,"2:00 pm on April 21, 2023","[""present_state""]","As of 2:00 pm on April 21, 2023, A $1082 charge at Sunrise Hardware is unfamiliar on card ending 8725. Check the present state of the $1113 transfer from checking ending 4205 for the clinic reimbursement. The task shares vocabulary with an earlier boundary case, but not necessarily its decision state. This looks routine on the surface, but keep the record reviewable.","Prepare a two-part handoff. The first part must follow my current standing process: A $1082 charge at Sunrise Hardware is unfamiliar on card ending 8725. The second part must follow the process effective at 2:00 pm on April 21, 2023: Check the state recorded at that time for the $1113 transfer from checking ending 4205 for the clinic reimbursement. The task shares vocabulary with an earlier boundary case, but not necessarily its decision state. This looks routine on the surface, but keep the record reviewable.",1,1
mdgo_v11_probe_001743,mdgo_v05_fin_user_0014,finance,finance_payment_status_latest_check,finance_balance_statement_summary_first,,2025-07-02T16:00:00,"4:00 pm on July 2, 2025",[],"As of 4:00 pm on July 2, 2025, Check the present state of the $1472 transfer from checking ending 4358 for the professional membership. Review the February 6 statement for checking ending 4358 and explain the change. The wording resembles an older exception, although the operational facts are the ones stated here. This looks routine on the surface, but keep the record reviewable.","Treat these as separate policy snapshots. Handle the first workstream under my current standing process: Check the present state of the $1472 transfer from checking ending 4358 for the professional membership. Reconstruct the second under the process effective at 4:00 pm on July 2, 2025: Review the February 6 statement for checking ending 4358 and explain the change. The wording resembles an older exception, although the operational facts are the ones stated here. This looks routine on the surface, but keep the record reviewable.",1,1
mdgo_v11_probe_001750,mdgo_v05_fin_user_0016,finance,finance_balance_statement_summary_first,finance_fraud_lost_card_urgent_escalation,,2023-05-15T16:00:00,"4:00 pm on May 15, 2023",[],"As of 4:00 pm on May 15, 2023, Review the July 27 statement for checking ending 4392 and explain the change. Card ending 8978 went missing during the workspace lease. The task shares vocabulary with an earlier boundary case, but not necessarily its decision state. The calendar is tight, so I need a clean answer rather than a discussion of every possible workflow.","Do not collapse the two time scopes. Apply my current standing process to the first workstream: Review the July 27 statement for checking ending 4392 and explain the change. Apply the process that was in force at 4:00 pm on May 15, 2023 to the second: Card ending 8978 went missing during the workspace lease. The task shares vocabulary with an earlier boundary case, but not necessarily its decision state. The calendar is tight, so I need a clean answer rather than a discussion of every possible workflow.",1,1
mdgo_v11_probe_001768,mdgo_v05_fin_user_0032,finance,finance_payment_status_latest_check,finance_fee_dispute_evidence_then_case,,2023-05-14T09:00:00,"9:00 am on May 14, 2023",[],"As of 9:00 am on May 14, 2023, Tell me where the $641 payment to Cedar Dental stands now. The $590 charge from Willow Pharmacy on card ending 9346 still does not reconcile. The wording resembles an older exception, although the operational facts are the ones stated here. I am between meetings; give me one coherent closeout without dropping any checkpoint.","Use different effective dates for the two workstreams. The first follows my current standing process: Tell me where the $641 payment to Cedar Dental stands now. The second follows the process in force at 9:00 am on May 14, 2023: The $590 charge from Willow Pharmacy on card ending 9346 still does not reconcile. The wording resembles an older exception, although the operational facts are the ones stated here. I am between meetings; give me one coherent closeout without dropping any checkpoint.",1,1
mdgo_v11_probe_001829,mdgo_v05_fin_user_0034,finance,finance_fraud_lost_card_urgent_escalation,finance_credit_loan_cautious_no_commitment,,2025-06-30T14:00:00,"2:00 pm on June 30, 2025",[],"As of 2:00 pm on June 30, 2025, Card ending 9392 went missing during the workspace lease. Compare financing paths for a $3264 annual insurance renewal. A familiar phrase appears in this request, while the actual scope and date remain case-specific. Please keep the response compact even though the case has more than one workstream.","Treat these as separate policy snapshots. Handle the first workstream under my current standing process: Card ending 9392 went missing during the workspace lease. Reconstruct the second under the process effective at 2:00 pm on June 30, 2025: Compare financing paths for a $3264 annual insurance renewal. A familiar phrase appears in this request, while the actual scope and date remain case-specific. Please keep the response compact even though the case has more than one workstream.",1,1
mdgo_v11_probe_001938,mdgo_v05_sof_user_0002,software,software_backup_before_risky_change,software_collect_diagnostics_before_fix,,2023-05-14T15:00:00,"3:00 pm on May 14, 2023",[],"As of 3:00 pm on May 14, 2023, Plan the risky configuration change for notification rules in Orbit Office. Account Dashboard fails in Orbit Office on Ubuntu 24.04 with error AUTH-29; diagnose it. The task shares vocabulary with an earlier boundary case, but not necessarily its decision state. The request is ordinary enough that the process details are easy to overlook.","Prepare one closeout with two policy dates. Apply my current standing process to the first workstream: Plan the risky configuration change for notification rules in Orbit Office. For the second workstream, use the process that was in force at 3:00 pm on May 14, 2023: Account Dashboard fails in Orbit Office on Ubuntu 24.04 with error AUTH-29; diagnose it. The task shares vocabulary with an earlier boundary case, but not necessarily its decision state. The request is ordinary enough that the process details are easy to overlook.",1,1
mdgo_v11_probe_001966,mdgo_v05_sof_user_0000,software,software_one_try_then_escalate,software_docs_lookup_for_update_install,,2023-05-12T15:00:00,"3:00 pm on May 12, 2023",[],"As of 3:00 pm on May 12, 2023, Error E-502 is reproducible in AsterDesk; decide the next support step. Check the installation guidance for client portal on Windows 11. The task shares vocabulary with an earlier boundary case, but not necessarily its decision state. Please keep the response compact even though the case has more than one workstream.","Prepare a two-part handoff. The first part must follow my current standing process: Error E-502 is reproducible in AsterDesk; decide the next support step. The second part must follow the process effective at 3:00 pm on May 12, 2023: Check the installation guidance for client portal on Windows 11. The task shares vocabulary with an earlier boundary case, but not necessarily its decision state. Please keep the response compact even though the case has more than one workstream.",1,1
mdgo_v11_probe_001978,mdgo_v05_fin_user_0014,finance,finance_balance_statement_summary_first,finance_payment_status_latest_check,,2023-04-29T12:00:00,"12:00 pm on April 29, 2023","[""stands_now""]","As of 12:00 pm on April 29, 2023, Reconcile the latest activity on card ending 8932 for the travel deposit. Tell me where the $1941 payment to Northline Storage stands now. The task shares vocabulary with an earlier boundary case, but not necessarily its decision state. The calendar is tight, so I need a clean answer rather than a discussion of every possible workflow.","Build one closeout without merging the time scopes. Use my current standing process for the first workstream: Reconcile the latest activity on card ending 8932 for the travel deposit. Use the process effective at 12:00 pm on April 29, 2023 for the second: Tell me where the $1941 payment to Northline Storage stood at that time. The task shares vocabulary with an earlier boundary case, but not necessarily its decision state. The calendar is tight, so I need a clean answer rather than a discussion of every possible workflow.",1,1
mdgo_v11_probe_001980,mdgo_v07_sof_user_0011,software,software_collect_diagnostics_before_fix,software_backup_before_risky_change,,2023-04-17T11:00:00,"11:00 am on April 17, 2023",[],"As of 11:00 am on April 17, 2023, Meeting Captions fails in Cobalt Office on Ubuntu 24.04 with error E-214; diagnose it. Plan the risky configuration change for notification rules in Cobalt Office. The wording resembles an older exception, although the operational facts are the ones stated here. The calendar is tight, so I need a clean answer rather than a discussion of every possible workflow.","Prepare a two-part handoff. The first part must follow my current standing process: Meeting Captions fails in Cobalt Office on Ubuntu 24.04 with error E-214; diagnose it. The second part must follow the process effective at 11:00 am on April 17, 2023: Plan the risky configuration change for notification rules in Cobalt Office. The wording resembles an older exception, although the operational facts are the ones stated here. The calendar is tight, so I need a clean answer rather than a discussion of every possible workflow.",1,1
