user_id,domain,habit_id,habit_family,condition,active_variant_id,active_variant_label,active_variant_action,is_drift_updated,old_variant_id,old_variant_label,support_evidence_count,old_evidence_count,new_evidence_count,boundary_evidence_count,exception_evidence_count,composition_evidence_count,priority_evidence_count,evidence_session_ids_json
mdgo_v05_fin_user_0001,finance,finance_balance_statement_summary_first,format_style,"the user asks for a balance, statement, or transaction review",headline_then_evidence,headline then evidence,lead with the account-level finding and then list supporting entries,True,exceptions_first_table,exceptions-first table,0,0,0,0,0,1,0,"[""mdgo_v05_fin_user_0001_s0213""]"
mdgo_v05_fin_user_0001,finance,finance_minimal_pii_secure_verification,privacy_consent,"finance support requires identity, card, account, SSN-like, PIN, or one-time-code verification",minimal_secure_panel,minimal secure panel,request only minimum fields in an in-app secure panel,False,,,0,0,0,0,0,3,0,"[""mdgo_v05_fin_user_0001_s0108"", ""mdgo_v05_fin_user_0001_s0143"", ""mdgo_v05_fin_user_0001_s0178""]"
mdgo_v05_fin_user_0002,finance,finance_credit_loan_cautious_no_commitment,risk_threshold,"the user asks about loan, mortgage, credit-limit, or credit eligibility decisions",requirements_and_ranges,requirements and scenario ranges,explain requirements and scenario ranges without predicting approval,False,,,5,0,0,1,1,2,4,"[""mdgo_v05_fin_user_0002_s0023"", ""mdgo_v05_fin_user_0002_s0087"", ""mdgo_v05_fin_user_0002_s0163"", ""mdgo_v05_fin_user_0002_s0234"", ""mdgo_v05_fin_user_0002_s0278"", ""mdgo_v05_fin_user_0002_s0122"", ""mdgo_v05_fin_user_0002_s0198"", ""mdgo_v05_fin_user_0002_s0178"", ""mdgo_v05_fin_user_0002_s0258"", ""mdgo_v05_fin_user_0002_s0185"", ""mdgo_v05_fin_user_0002_s0223"", ""mdgo_v05_fin_user_0002_s0261"", ""mdgo_v05_fin_user_0002_s0287""]"
mdgo_v05_fin_user_0002,finance,finance_confirm_money_movement,risk_threshold,"a transfer, bill payment, scheduled payment, or other money movement would be submitted",draft_transaction_card,unsubmitted transaction card,prepare an unsubmitted transaction card and use its single approval control,True,two_checkpoint_confirmation,two-checkpoint confirmation,0,2,4,1,1,2,1,"[""mdgo_v05_fin_user_0002_s0018"", ""mdgo_v05_fin_user_0002_s0053"", ""mdgo_v05_fin_user_0002_s0209"", ""mdgo_v05_fin_user_0002_s0238"", ""mdgo_v05_fin_user_0002_s0273"", ""mdgo_v05_fin_user_0002_s0302"", ""mdgo_v05_fin_user_0002_s0126"", ""mdgo_v05_fin_user_0002_s0289"", ""mdgo_v05_fin_user_0002_s0108"", ""mdgo_v05_fin_user_0002_s0258"", ""mdgo_v05_fin_user_0002_s0287""]"
mdgo_v05_fin_user_0002,finance,finance_minimal_pii_secure_verification,privacy_consent,"finance support requires identity, card, account, SSN-like, PIN, or one-time-code verification",authenticated_app_callback,authenticated app callback,start a verified callback from the authenticated app,False,,,5,0,0,1,1,3,0,"[""mdgo_v05_fin_user_0002_s0026"", ""mdgo_v05_fin_user_0002_s0090"", ""mdgo_v05_fin_user_0002_s0166"", ""mdgo_v05_fin_user_0002_s0237"", ""mdgo_v05_fin_user_0002_s0281"", ""mdgo_v05_fin_user_0002_s0125"", ""mdgo_v05_fin_user_0002_s0201"", ""mdgo_v05_fin_user_0002_s0143"", ""mdgo_v05_fin_user_0002_s0178"", ""mdgo_v05_fin_user_0002_s0258""]"
mdgo_v05_fin_user_0002,finance,finance_balance_statement_summary_first,format_style,"the user asks for a balance, statement, or transaction review",exceptions_first_table,exceptions-first table,show unusual entries first in a compact table and close with the overall finding,False,,,0,0,0,0,0,1,0,"[""mdgo_v05_fin_user_0002_s0213""]"
mdgo_v05_fin_user_0002,finance,finance_payment_status_latest_check,tool_action,"the answer depends on the current status of a payment, transfer, balance, due date, or posting state",ledger_notification_crosscheck,ledger and notification cross-check,cross-check the official ledger with account notifications,False,,,0,0,0,0,0,2,0,"[""mdgo_v05_fin_user_0002_s0108"", ""mdgo_v05_fin_user_0002_s0213""]"
mdgo_v05_fin_user_0002,finance,finance_confirm_card_account_changes,risk_threshold,"a card or account setting would be blocked, replaced, opened, closed, or edited",change_checklist_callback,change checklist plus verified callback,complete a change-impact checklist and confirm through an authenticated callback,True,precise_change_readback,precise change readback,0,2,4,1,1,1,4,"[""mdgo_v05_fin_user_0002_s0021"", ""mdgo_v05_fin_user_0002_s0056"", ""mdgo_v05_fin_user_0002_s0212"", ""mdgo_v05_fin_user_0002_s0241"", ""mdgo_v05_fin_user_0002_s0276"", ""mdgo_v05_fin_user_0002_s0305"", ""mdgo_v05_fin_user_0002_s0129"", ""mdgo_v05_fin_user_0002_s0292"", ""mdgo_v05_fin_user_0002_s0143"", ""mdgo_v05_fin_user_0002_s0185"", ""mdgo_v05_fin_user_0002_s0223"", ""mdgo_v05_fin_user_0002_s0261"", ""mdgo_v05_fin_user_0002_s0287""]"
mdgo_v05_fin_user_0003,finance,finance_confirm_card_account_changes,risk_threshold,"a card or account setting would be blocked, replaced, opened, closed, or edited",precise_change_readback,precise change readback,"restate the exact setting and consequence, then obtain one final approval",False,,,5,0,0,1,1,2,0,"[""mdgo_v05_fin_user_0003_s0025"", ""mdgo_v05_fin_user_0003_s0089"", ""mdgo_v05_fin_user_0003_s0165"", ""mdgo_v05_fin_user_0003_s0236"", ""mdgo_v05_fin_user_0003_s0280"", ""mdgo_v05_fin_user_0003_s0124"", ""mdgo_v05_fin_user_0003_s0200"", ""mdgo_v05_fin_user_0003_s0143"", ""mdgo_v05_fin_user_0003_s0258""]"
mdgo_v05_fin_user_0003,finance,finance_fraud_lost_card_urgent_escalation,tool_action,"the user reports a lost or stolen card, suspected fraud, or an unauthorized transaction",temporary_freeze_review,temporary freeze and secure review,"place a temporary freeze, perform a secure review, then decide replacement",True,lock_then_fraud_team,immediate lock then fraud team,0,2,3,0,1,2,3,"[""mdgo_v05_fin_user_0003_s0016"", ""mdgo_v05_fin_user_0003_s0051"", ""mdgo_v05_fin_user_0003_s0207"", ""mdgo_v05_fin_user_0003_s0271"", ""mdgo_v05_fin_user_0003_s0300"", ""mdgo_v05_fin_user_0003_s0287"", ""mdgo_v05_fin_user_0003_s0108"", ""mdgo_v05_fin_user_0003_s0258"", ""mdgo_v05_fin_user_0003_s0185"", ""mdgo_v05_fin_user_0003_s0223"", ""mdgo_v05_fin_user_0003_s0261""]"
mdgo_v05_fin_user_0003,finance,finance_fee_dispute_evidence_then_case,risk_threshold,the user wants to dispute a charge or fee or open a transaction case,evidence_pack_then_approval,evidence pack then approval,"assemble the evidence pack, summarize it, and ask before filing",False,,,5,0,0,1,1,3,0,"[""mdgo_v05_fin_user_0003_s0022"", ""mdgo_v05_fin_user_0003_s0086"", ""mdgo_v05_fin_user_0003_s0162"", ""mdgo_v05_fin_user_0003_s0233"", ""mdgo_v05_fin_user_0003_s0277"", ""mdgo_v05_fin_user_0003_s0121"", ""mdgo_v05_fin_user_0003_s0197"", ""mdgo_v05_fin_user_0003_s0178"", ""mdgo_v05_fin_user_0003_s0248"", ""mdgo_v05_fin_user_0003_s0258""]"
mdgo_v05_fin_user_0003,finance,finance_payment_status_latest_check,tool_action,"the answer depends on the current status of a payment, transfer, balance, due date, or posting state",processing_timeline_refresh,processing timeline plus refresh point,show the current processing stage and the next refresh checkpoint,True,secure_status_page,secure status-page interpretation,0,2,4,1,1,2,3,"[""mdgo_v05_fin_user_0003_s0018"", ""mdgo_v05_fin_user_0003_s0053"", ""mdgo_v05_fin_user_0003_s0209"", ""mdgo_v05_fin_user_0003_s0238"", ""mdgo_v05_fin_user_0003_s0273"", ""mdgo_v05_fin_user_0003_s0302"", ""mdgo_v05_fin_user_0003_s0126"", ""mdgo_v05_fin_user_0003_s0289"", ""mdgo_v05_fin_user_0003_s0213"", ""mdgo_v05_fin_user_0003_s0248"", ""mdgo_v05_fin_user_0003_s0185"", ""mdgo_v05_fin_user_0003_s0223"", ""mdgo_v05_fin_user_0003_s0261""]"
mdgo_v05_fin_user_0003,finance,finance_minimal_pii_secure_verification,privacy_consent,"finance support requires identity, card, account, SSN-like, PIN, or one-time-code verification",device_passkey_approval,device or passkey approval,use a device or passkey approval with minimal fallback information,False,,,1,0,0,1,0,3,0,"[""mdgo_v05_fin_user_0003_s0237"", ""mdgo_v05_fin_user_0003_s0125"", ""mdgo_v05_fin_user_0003_s0108"", ""mdgo_v05_fin_user_0003_s0143"", ""mdgo_v05_fin_user_0003_s0178""]"
mdgo_v05_fin_user_0003,finance,finance_balance_statement_summary_first,format_style,"the user asks for a balance, statement, or transaction review",chronological_timeline,chronological review timeline,present a chronological transaction timeline followed by the conclusion,False,,,5,0,0,1,1,1,0,"[""mdgo_v05_fin_user_0003_s0024"", ""mdgo_v05_fin_user_0003_s0088"", ""mdgo_v05_fin_user_0003_s0164"", ""mdgo_v05_fin_user_0003_s0235"", ""mdgo_v05_fin_user_0003_s0279"", ""mdgo_v05_fin_user_0003_s0123"", ""mdgo_v05_fin_user_0003_s0199"", ""mdgo_v05_fin_user_0003_s0213""]"
mdgo_v05_fin_user_0004,finance,finance_balance_statement_summary_first,format_style,"the user asks for a balance, statement, or transaction review",merchant_category_rollup,merchant and category rollup,group relevant entries by merchant or category and connect each group to the conclusion,False,,,5,0,0,1,1,2,0,"[""mdgo_v05_fin_user_0004_s0022"", ""mdgo_v05_fin_user_0004_s0086"", ""mdgo_v05_fin_user_0004_s0162"", ""mdgo_v05_fin_user_0004_s0233"", ""mdgo_v05_fin_user_0004_s0277"", ""mdgo_v05_fin_user_0004_s0121"", ""mdgo_v05_fin_user_0004_s0197"", ""mdgo_v05_fin_user_0004_s0213"", ""mdgo_v05_fin_user_0004_s0258""]"
mdgo_v05_fin_user_0004,finance,finance_credit_loan_cautious_no_commitment,risk_threshold,"the user asks about loan, mortgage, credit-limit, or credit eligibility decisions",budget_stress_test,budget stress test first,run a budget stress test and list documentation without submitting,False,,,0,0,0,0,0,2,1,"[""mdgo_v05_fin_user_0004_s0178"", ""mdgo_v05_fin_user_0004_s0258"", ""mdgo_v05_fin_user_0004_s0287""]"
mdgo_v05_fin_user_0004,finance,finance_confirm_money_movement,risk_threshold,"a transfer, bill payment, scheduled payment, or other money movement would be submitted",two_checkpoint_confirmation,two-checkpoint confirmation,confirm the destination first and the amount and timing second,True,draft_transaction_card,unsubmitted transaction card,0,2,4,1,1,2,4,"[""mdgo_v05_fin_user_0004_s0020"", ""mdgo_v05_fin_user_0004_s0055"", ""mdgo_v05_fin_user_0004_s0211"", ""mdgo_v05_fin_user_0004_s0240"", ""mdgo_v05_fin_user_0004_s0275"", ""mdgo_v05_fin_user_0004_s0304"", ""mdgo_v05_fin_user_0004_s0128"", ""mdgo_v05_fin_user_0004_s0291"", ""mdgo_v05_fin_user_0004_s0108"", ""mdgo_v05_fin_user_0004_s0258"", ""mdgo_v05_fin_user_0004_s0185"", ""mdgo_v05_fin_user_0004_s0223"", ""mdgo_v05_fin_user_0004_s0261"", ""mdgo_v05_fin_user_0004_s0287""]"
mdgo_v05_fin_user_0004,finance,finance_minimal_pii_secure_verification,privacy_consent,"finance support requires identity, card, account, SSN-like, PIN, or one-time-code verification",secure_message_center,secure message-center verification,move verification to the secure message center and use only masked identifiers in chat,False,,,5,0,0,1,1,2,0,"[""mdgo_v05_fin_user_0004_s0027"", ""mdgo_v05_fin_user_0004_s0091"", ""mdgo_v05_fin_user_0004_s0167"", ""mdgo_v05_fin_user_0004_s0238"", ""mdgo_v05_fin_user_0004_s0282"", ""mdgo_v05_fin_user_0004_s0126"", ""mdgo_v05_fin_user_0004_s0202"", ""mdgo_v05_fin_user_0004_s0143"", ""mdgo_v05_fin_user_0004_s0178""]"
mdgo_v05_fin_user_0004,finance,finance_fee_dispute_evidence_then_case,risk_threshold,the user wants to dispute a charge or fee or open a transaction case,unsubmitted_case_draft,unsubmitted case draft,prepare an unsubmitted dispute draft and request approval on the draft,False,,,0,0,0,0,0,2,4,"[""mdgo_v05_fin_user_0004_s0143"", ""mdgo_v05_fin_user_0004_s0248"", ""mdgo_v05_fin_user_0004_s0185"", ""mdgo_v05_fin_user_0004_s0223"", ""mdgo_v05_fin_user_0004_s0261"", ""mdgo_v05_fin_user_0004_s0287""]"
mdgo_v05_fin_user_0004,finance,finance_payment_status_latest_check,tool_action,"the answer depends on the current status of a payment, transfer, balance, due date, or posting state",live_lookup_timestamp,live lookup with timestamp,check the live account state and label it with an as-of time,True,processing_timeline_refresh,processing timeline plus refresh point,0,2,4,1,1,3,0,"[""mdgo_v05_fin_user_0004_s0019"", ""mdgo_v05_fin_user_0004_s0054"", ""mdgo_v05_fin_user_0004_s0210"", ""mdgo_v05_fin_user_0004_s0239"", ""mdgo_v05_fin_user_0004_s0274"", ""mdgo_v05_fin_user_0004_s0303"", ""mdgo_v05_fin_user_0004_s0127"", ""mdgo_v05_fin_user_0004_s0290"", ""mdgo_v05_fin_user_0004_s0108"", ""mdgo_v05_fin_user_0004_s0213"", ""mdgo_v05_fin_user_0004_s0248""]"
mdgo_v05_fin_user_0005,finance,finance_payment_status_latest_check,tool_action,"the answer depends on the current status of a payment, transfer, balance, due date, or posting state",secure_status_page,secure status-page interpretation,use the secure status page and explain the current state with a timestamp,True,ledger_notification_crosscheck,ledger and notification cross-check,0,2,4,1,1,3,0,"[""mdgo_v05_fin_user_0005_s0018"", ""mdgo_v05_fin_user_0005_s0053"", ""mdgo_v05_fin_user_0005_s0209"", ""mdgo_v05_fin_user_0005_s0238"", ""mdgo_v05_fin_user_0005_s0273"", ""mdgo_v05_fin_user_0005_s0302"", ""mdgo_v05_fin_user_0005_s0126"", ""mdgo_v05_fin_user_0005_s0289"", ""mdgo_v05_fin_user_0005_s0108"", ""mdgo_v05_fin_user_0005_s0248"", ""mdgo_v05_fin_user_0005_s0258""]"
mdgo_v05_fin_user_0005,finance,finance_confirm_card_account_changes,risk_threshold,"a card or account setting would be blocked, replaced, opened, closed, or edited",before_after_comparison,before-and-after comparison,show a before-and-after comparison and wait for approval,False,,,5,0,0,1,1,2,1,"[""mdgo_v05_fin_user_0005_s0022"", ""mdgo_v05_fin_user_0005_s0086"", ""mdgo_v05_fin_user_0005_s0162"", ""mdgo_v05_fin_user_0005_s0233"", ""mdgo_v05_fin_user_0005_s0277"", ""mdgo_v05_fin_user_0005_s0121"", ""mdgo_v05_fin_user_0005_s0197"", ""mdgo_v05_fin_user_0005_s0178"", ""mdgo_v05_fin_user_0005_s0258"", ""mdgo_v05_fin_user_0005_s0287""]"
mdgo_v05_fin_user_0005,finance,finance_fraud_lost_card_urgent_escalation,tool_action,"the user reports a lost or stolen card, suspected fraud, or an unauthorized transaction",card_controls_timeline,card controls plus incident timeline,activate card controls and send a concise incident timeline to fraud support,True,verify_incident_then_lock,verify incident details then lock,0,2,4,1,1,2,0,"[""mdgo_v05_fin_user_0005_s0020"", ""mdgo_v05_fin_user_0005_s0055"", ""mdgo_v05_fin_user_0005_s0211"", ""mdgo_v05_fin_user_0005_s0240"", ""mdgo_v05_fin_user_0005_s0275"", ""mdgo_v05_fin_user_0005_s0304"", ""mdgo_v05_fin_user_0005_s0128"", ""mdgo_v05_fin_user_0005_s0291"", ""mdgo_v05_fin_user_0005_s0143"", ""mdgo_v05_fin_user_0005_s0258""]"
mdgo_v05_fin_user_0005,finance,finance_fee_dispute_evidence_then_case,risk_threshold,the user wants to dispute a charge or fee or open a transaction case,merchant_reconciliation_first,merchant reconciliation first,reconcile the merchant record first and file only if the mismatch remains,False,,,5,0,0,1,1,2,4,"[""mdgo_v05_fin_user_0005_s0028"", ""mdgo_v05_fin_user_0005_s0092"", ""mdgo_v05_fin_user_0005_s0168"", ""mdgo_v05_fin_user_0005_s0239"", ""mdgo_v05_fin_user_0005_s0283"", ""mdgo_v05_fin_user_0005_s0127"", ""mdgo_v05_fin_user_0005_s0203"", ""mdgo_v05_fin_user_0005_s0213"", ""mdgo_v05_fin_user_0005_s0248"", ""mdgo_v05_fin_user_0005_s0185"", ""mdgo_v05_fin_user_0005_s0223"", ""mdgo_v05_fin_user_0005_s0261"", ""mdgo_v05_fin_user_0005_s0287""]"
mdgo_v05_fin_user_0005,finance,finance_confirm_money_movement,risk_threshold,"a transfer, bill payment, scheduled payment, or other money movement would be submitted",secure_preview_confirmation,secure preview confirmation,open a secure preview and require approval inside that preview,False,,,0,0,0,0,0,1,4,"[""mdgo_v05_fin_user_0005_s0108"", ""mdgo_v05_fin_user_0005_s0185"", ""mdgo_v05_fin_user_0005_s0223"", ""mdgo_v05_fin_user_0005_s0261"", ""mdgo_v05_fin_user_0005_s0287""]"
mdgo_v05_fin_user_0005,finance,finance_minimal_pii_secure_verification,privacy_consent,"finance support requires identity, card, account, SSN-like, PIN, or one-time-code verification",minimal_secure_panel,minimal secure panel,request only minimum fields in an in-app secure panel,False,,,5,0,0,1,1,3,0,"[""mdgo_v05_fin_user_0005_s0025"", ""mdgo_v05_fin_user_0005_s0089"", ""mdgo_v05_fin_user_0005_s0165"", ""mdgo_v05_fin_user_0005_s0236"", ""mdgo_v05_fin_user_0005_s0280"", ""mdgo_v05_fin_user_0005_s0124"", ""mdgo_v05_fin_user_0005_s0200"", ""mdgo_v05_fin_user_0005_s0143"", ""mdgo_v05_fin_user_0005_s0178"", ""mdgo_v05_fin_user_0005_s0213""]"
mdgo_v05_fin_user_0006,finance,finance_minimal_pii_secure_verification,privacy_consent,"finance support requires identity, card, account, SSN-like, PIN, or one-time-code verification",authenticated_app_callback,authenticated app callback,start a verified callback from the authenticated app,False,,,5,0,0,1,1,4,0,"[""mdgo_v05_fin_user_0006_s0023"", ""mdgo_v05_fin_user_0006_s0087"", ""mdgo_v05_fin_user_0006_s0163"", ""mdgo_v05_fin_user_0006_s0234"", ""mdgo_v05_fin_user_0006_s0278"", ""mdgo_v05_fin_user_0006_s0122"", ""mdgo_v05_fin_user_0006_s0198"", ""mdgo_v05_fin_user_0006_s0108"", ""mdgo_v05_fin_user_0006_s0143"", ""mdgo_v05_fin_user_0006_s0178"", ""mdgo_v05_fin_user_0006_s0258""]"
mdgo_v05_fin_user_0006,finance,finance_balance_statement_summary_first,format_style,"the user asks for a balance, statement, or transaction review",headline_then_evidence,headline then evidence,lead with the account-level finding and then list supporting entries,True,exceptions_first_table,exceptions-first table,0,1,4,1,1,1,0,"[""mdgo_v05_fin_user_0006_s0017"", ""mdgo_v05_fin_user_0006_s0208"", ""mdgo_v05_fin_user_0006_s0237"", ""mdgo_v05_fin_user_0006_s0272"", ""mdgo_v05_fin_user_0006_s0301"", ""mdgo_v05_fin_user_0006_s0125"", ""mdgo_v05_fin_user_0006_s0288"", ""mdgo_v05_fin_user_0006_s0258""]"
mdgo_v05_fin_user_0006,finance,finance_credit_loan_cautious_no_commitment,risk_threshold,"the user asks about loan, mortgage, credit-limit, or credit eligibility decisions",lender_question_checklist,lender-question checklist,prepare a lender-question checklist and mark unknowns,False,,,5,0,0,1,1,2,4,"[""mdgo_v05_fin_user_0006_s0025"", ""mdgo_v05_fin_user_0006_s0089"", ""mdgo_v05_fin_user_0006_s0165"", ""mdgo_v05_fin_user_0006_s0236"", ""mdgo_v05_fin_user_0006_s0280"", ""mdgo_v05_fin_user_0006_s0124"", ""mdgo_v05_fin_user_0006_s0200"", ""mdgo_v05_fin_user_0006_s0178"", ""mdgo_v05_fin_user_0006_s0258"", ""mdgo_v05_fin_user_0006_s0185"", ""mdgo_v05_fin_user_0006_s0223"", ""mdgo_v05_fin_user_0006_s0261"", ""mdgo_v05_fin_user_0006_s0287""]"
mdgo_v05_fin_user_0006,finance,finance_confirm_money_movement,risk_threshold,"a transfer, bill payment, scheduled payment, or other money movement would be submitted",itemized_final_yes,itemized readback then one final yes,"read back amount, source, destination or payee, and timing, then wait for one final yes",False,,,4,0,0,0,1,0,1,"[""mdgo_v05_fin_user_0006_s0026"", ""mdgo_v05_fin_user_0006_s0090"", ""mdgo_v05_fin_user_0006_s0166"", ""mdgo_v05_fin_user_0006_s0281"", ""mdgo_v05_fin_user_0006_s0201"", ""mdgo_v05_fin_user_0006_s0287""]"
