review_id,public_probe_id,probe_id,user_id,split,probe_type,habit_family,query,choices_json,proposed_gold_choice_id,proposed_gold_action,evidence_preview_json,auto_validation_status,auto_validation_errors,auto_validation_warnings,reviewer_decision,reviewer_notes
review_user_0000_unassigned_business_travel_early_buffer_ask_act,probe_34b18c05391c2dee,user_0000_unassigned_business_travel_early_buffer_ask_act,user_0000,dev,ask_act,planning_defaults,Should the assistant apply this possible preference now? Pick the default travel option for a client meeting next Thursday.,"[{""choice_id"": ""A"", ""text"": ""Infer the preference from a single unrelated prior task.""}, {""choice_id"": ""B"", ""text"": ""Ask a brief clarifying question because the history does not establish this preference.""}, {""choice_id"": ""C"", ""text"": ""Prefer early flights and leave a 90-minute buffer before meetings.""}, {""choice_id"": ""D"", ""text"": ""Optimize only for cheapest arrival and tight transfers.""}]",B,ask_when_evidence_insufficient,[],pass,,,,
review_user_0001_habit_00_weekday_family_vegetarian_p00_direct_use,probe_86accc80eb147337,user_0001_habit_00_weekday_family_vegetarian_p00_direct_use,user_0001,dev,direct_use,content_constraints,Suggest a default Wednesday family dinner.,"[{""choice_id"": ""A"", ""text"": ""Ask an unrelated clarifying question even though enough evidence exists.""}, {""choice_id"": ""B"", ""text"": ""Suggest vegetarian weekday family meals.""}, {""choice_id"": ""C"", ""text"": ""Suggest meat-centered weekday dinners.""}, {""choice_id"": ""D"", ""text"": ""Do not assume vegetarian-only unless the user says so.""}]",B,apply_scoped_habit,"[{""session_id"": ""user_0001_s0007"", ""session_index"": 7, ""signal_type"": ""support"", ""user"": ""Plan a quick Tuesday dinner for the family. Context from a realistic prior task: Write a current and up to date 100% unique guide for my intermittent fasting for women over 50 cookbook on “Common Challenges and How to..."", ""feedback"": ""Nice, vegetarian is the right default for school nights.""}, {""session_id"": ""user_0001_s0010"", ""session_index"": 10, ""signal_type"": ""support"", ""user"": ""Need weekday meals the kids will actually eat. Context from a realistic prior task: (in which Velma will hypnotize Fred, giving him suggestions to want to be the group’s submissive servant) The Mystery Machine gang dr..."", ""feedback"": ""Good, weekday vegetarian keeps everyone happy.""}, {""session_id"": ""user_0001_s0016"", ""session_index"": 16, ""signal_type"": ""support"", ""user"": ""Need weekday meals the kids will actually eat. Context from a realistic prior task: Write a constructive and extensive powerful and unique AIDA description for my fatty liver diet Cookbook for Men with human like styl..."", ""feedback"": ""Nice, vegetarian is the right default for school nights.""}, {""session_id"": ""user_0001_s0025"", ""session_index"": 25, ""signal_type"": ""support"", ""user"": ""Plan a quick Tuesday dinner for the family. Context from a realistic prior task: Write a current and up to date 100% unique guide for my cookbook on “Week 3: Boosting Your Energy and Metabolism” with humanlike style,..."", ""feedback"": ""This fits our weeknight routine.""}]",pass,,,,
review_user_0001_habit_00_weekday_family_vegetarian_p01_boundary,probe_ba22179c0cd84487,user_0001_habit_00_weekday_family_vegetarian_p01_boundary,user_0001,dev,boundary,content_constraints,Pick restaurants for a birthday dinner while the family is traveling.,"[{""choice_id"": ""A"", ""text"": ""Refuse to answer because the user has prior behavior in the history.""}, {""choice_id"": ""B"", ""text"": ""Do not assume vegetarian-only unless the user says so.""}, {""choice_id"": ""C"", ""text"": ""Suggest meat-centered weekday dinners.""}, {""choice_id"": ""D"", ""text"": ""Suggest vegetarian weekday family meals.""}]",B,do_not_apply_out_of_scope,"[{""session_id"": ""user_0001_s0042"", ""session_index"": 42, ""signal_type"": ""boundary_counterexample"", ""user"": ""Pick restaurants for a birthday dinner while the family is traveling. Related material: David is happy to be his female flatmates' servant, doing the housework, shopping and cooking, as well as foot massages on demand..."", ""feedback"": ""This different context should not use my usual pattern.""}]",pass,,,,
review_user_0001_habit_00_weekday_family_vegetarian_p02_exception,probe_781be96224244700,user_0001_habit_00_weekday_family_vegetarian_p02_exception,user_0001,dev,exception,content_constraints,Plan a birthday dinner during travel where the usual home routine may not apply.,"[{""choice_id"": ""A"", ""text"": ""Offer flexible options and ask whether the usual weekday constraint applies.""}, {""choice_id"": ""B"", ""text"": ""Ignore the exception and follow the most frequent old pattern.""}, {""choice_id"": ""C"", ""text"": ""Suggest meat-centered weekday dinners.""}, {""choice_id"": ""D"", ""text"": ""Suggest vegetarian weekday family meals.""}]",A,apply_exception,"[{""session_id"": ""user_0001_s0039"", ""session_index"": 39, ""signal_type"": ""exception"", ""user"": ""Plan a birthday dinner during travel where the usual home routine may not apply. Use this material if helpful: Show me recipe for massaman curry"", ""feedback"": ""Yes, this is one of the exceptions.""}]",pass,,,,
review_user_0001_habit_00_weekday_family_vegetarian_p03_evidence,probe_f465845f94d78b95,user_0001_habit_00_weekday_family_vegetarian_p03_evidence,user_0001,dev,evidence,content_constraints,Which evidence best supports the user's recurring behavior for: weekday family meal planning?,"[{""choice_id"": ""A"", ""text"": ""Cite the boundary case as if it were support.""}, {""choice_id"": ""B"", ""text"": ""Cite multiple support episodes and distinguish boundary or exception cases.""}, {""choice_id"": ""C"", ""text"": ""Cite only the most recent semantically similar episode.""}, {""choice_id"": ""D"", ""text"": ""Say there is no evidence in the history.""}]",B,return_evidence_with_scope,"[{""session_id"": ""user_0001_s0007"", ""session_index"": 7, ""signal_type"": ""support"", ""user"": ""Plan a quick Tuesday dinner for the family. Context from a realistic prior task: Write a current and up to date 100% unique guide for my intermittent fasting for women over 50 cookbook on “Common Challenges and How to..."", ""feedback"": ""Nice, vegetarian is the right default for school nights.""}, {""session_id"": ""user_0001_s0010"", ""session_index"": 10, ""signal_type"": ""support"", ""user"": ""Need weekday meals the kids will actually eat. Context from a realistic prior task: (in which Velma will hypnotize Fred, giving him suggestions to want to be the group’s submissive servant) The Mystery Machine gang dr..."", ""feedback"": ""Good, weekday vegetarian keeps everyone happy.""}, {""session_id"": ""user_0001_s0016"", ""session_index"": 16, ""signal_type"": ""support"", ""user"": ""Need weekday meals the kids will actually eat. Context from a realistic prior task: Write a constructive and extensive powerful and unique AIDA description for my fatty liver diet Cookbook for Men with human like styl..."", ""feedback"": ""Nice, vegetarian is the right default for school nights.""}, {""session_id"": ""user_0001_s0025"", ""session_index"": 25, ""signal_type"": ""support"", ""user"": ""Plan a quick Tuesday dinner for the family. Context from a realistic prior task: Write a current and up to date 100% unique guide for my cookbook on “Week 3: Boosting Your Energy and Metabolism” with humanlike style,..."", ""feedback"": ""This fits our weeknight routine.""}]",pass,,,,
review_user_0001_habit_01_monday_meeting_decisions_p00_direct_use,probe_9c0916d56a839d3d,user_0001_habit_01_monday_meeting_decisions_p00_direct_use,user_0001,dev,direct_use,meeting_prep,Prepare notes for the user's recurring Monday team meeting.,"[{""choice_id"": ""A"", ""text"": ""Organize notes into decisions, blockers, and next actions.""}, {""choice_id"": ""B"", ""text"": ""Write a chronological narrative summary.""}, {""choice_id"": ""C"", ""text"": ""Keep it conversational; do not impose the Monday meeting template.""}, {""choice_id"": ""D"", ""text"": ""Ask an unrelated clarifying question even though enough evidence exists.""}]",A,apply_scoped_habit,"[{""session_id"": ""user_0001_s0018"", ""session_index"": 18, ""signal_type"": ""support"", ""user"": ""Turn this into Monday prep for the team. Context from a realistic prior task: I need a SharePoint site for testing. It must be an on-prem site synced to Azure with ADSync. Please explain how deploy this."", ""feedback"": ""Good, decisions/blockers/actions is the useful split.""}, {""session_id"": ""user_0001_s0020"", ""session_index"": 20, ""signal_type"": ""support"", ""user"": ""Can you make this useful for the Monday sync? Context from a realistic prior task: tips to break ice at meeting with strangeers"", ""feedback"": ""Good, decisions/blockers/actions is the useful split.""}, {""session_id"": ""user_0001_s0022"", ""session_index"": 22, ""signal_type"": ""support"", ""user"": ""Turn this into Monday prep for the team. Context from a realistic prior task: Does this sound weird? Hey! With Mishal leaving the team soon and us being down 1 more analytics person, I wanted to ask if we could please..."", ""feedback"": ""This is the structure I need every Monday.""}, {""session_id"": ""user_0001_s0026"", ""session_index"": 26, ""signal_type"": ""support"", ""user"": ""I need the usual Monday meeting shape from these notes. Context from a realistic prior task: Research Proposal on Discipleship Model according to the Gospel of Matthew with footnotes"", ""feedback"": ""That meeting shape works.""}]",pass,,,,
review_user_0001_habit_01_monday_meeting_decisions_p01_boundary,probe_0c309b4fdd5d790b,user_0001_habit_01_monday_meeting_decisions_p01_boundary,user_0001,dev,boundary,meeting_prep,Summarize a casual one-on-one check-in with a colleague.,"[{""choice_id"": ""A"", ""text"": ""Organize notes into decisions, blockers, and next actions.""}, {""choice_id"": ""B"", ""text"": ""Refuse to answer because the user has prior behavior in the history.""}, {""choice_id"": ""C"", ""text"": ""Write a chronological narrative summary.""}, {""choice_id"": ""D"", ""text"": ""Keep it conversational; do not impose the Monday meeting template.""}]",D,do_not_apply_out_of_scope,"[{""session_id"": ""user_0001_s0031"", ""session_index"": 31, ""signal_type"": ""boundary_counterexample"", ""user"": ""Summarize a casual one-on-one check-in with a colleague. Related material: Write hunter’s notes entries for the following monsters - Lagiacrus (Storm Leviathan), Sobekulos (Brutal Croc Leviathan), Bright Seregios (Bri..."", ""feedback"": ""This different context should not use my usual pattern.""}]",pass,,,,
review_user_0001_habit_01_monday_meeting_decisions_p02_exception,probe_c3344923ce2f0623,user_0001_habit_01_monday_meeting_decisions_p02_exception,user_0001,dev,exception,meeting_prep,Summarize an informal coffee chat with no action items.,"[{""choice_id"": ""A"", ""text"": ""Use a light conversational summary.""}, {""choice_id"": ""B"", ""text"": ""Organize notes into decisions, blockers, and next actions.""}, {""choice_id"": ""C"", ""text"": ""Ignore the exception and follow the most frequent old pattern.""}, {""choice_id"": ""D"", ""text"": ""Write a chronological narrative summary.""}]",A,apply_exception,"[{""session_id"": ""user_0001_s0041"", ""session_index"": 41, ""signal_type"": ""exception"", ""user"": ""Summarize an informal coffee chat with no action items. Use this material if helpful: Act as an expert on creative writing, outlining, and structuring. I’m writing a fanfic about Dance of the Dragons era from “Fire an..."", ""feedback"": ""Yes, this is one of the exceptions.""}]",pass,,,,
review_user_0001_habit_01_monday_meeting_decisions_p03_evidence,probe_f3948f1c07bed124,user_0001_habit_01_monday_meeting_decisions_p03_evidence,user_0001,dev,evidence,meeting_prep,Which evidence best supports the user's recurring behavior for: recurring Monday team meeting prep?,"[{""choice_id"": ""A"", ""text"": ""Cite multiple support episodes and distinguish boundary or exception cases.""}, {""choice_id"": ""B"", ""text"": ""Say there is no evidence in the history.""}, {""choice_id"": ""C"", ""text"": ""Cite the boundary case as if it were support.""}, {""choice_id"": ""D"", ""text"": ""Cite only the most recent semantically similar episode.""}]",A,return_evidence_with_scope,"[{""session_id"": ""user_0001_s0018"", ""session_index"": 18, ""signal_type"": ""support"", ""user"": ""Turn this into Monday prep for the team. Context from a realistic prior task: I need a SharePoint site for testing. It must be an on-prem site synced to Azure with ADSync. Please explain how deploy this."", ""feedback"": ""Good, decisions/blockers/actions is the useful split.""}, {""session_id"": ""user_0001_s0020"", ""session_index"": 20, ""signal_type"": ""support"", ""user"": ""Can you make this useful for the Monday sync? Context from a realistic prior task: tips to break ice at meeting with strangeers"", ""feedback"": ""Good, decisions/blockers/actions is the useful split.""}, {""session_id"": ""user_0001_s0022"", ""session_index"": 22, ""signal_type"": ""support"", ""user"": ""Turn this into Monday prep for the team. Context from a realistic prior task: Does this sound weird? Hey! With Mishal leaving the team soon and us being down 1 more analytics person, I wanted to ask if we could please..."", ""feedback"": ""This is the structure I need every Monday.""}, {""session_id"": ""user_0001_s0026"", ""session_index"": 26, ""signal_type"": ""support"", ""user"": ""I need the usual Monday meeting shape from these notes. Context from a realistic prior task: Research Proposal on Discipleship Model according to the Gospel of Matthew with footnotes"", ""feedback"": ""That meeting shape works.""}]",pass,,,,
review_user_0001_unassigned_fresh_sources_for_stakes_ask_act,probe_8b10b4acf1f29f4f,user_0001_unassigned_fresh_sources_for_stakes_ask_act,user_0001,dev,ask_act,tool_action,Should the assistant apply this possible preference now? Answer a current regulatory question for the user.,"[{""choice_id"": ""A"", ""text"": ""Ask a brief clarifying question because the history does not establish this preference.""}, {""choice_id"": ""B"", ""text"": ""Answer from memory without noting freshness.""}, {""choice_id"": ""C"", ""text"": ""Infer the preference from a single unrelated prior task.""}, {""choice_id"": ""D"", ""text"": ""Check or cite fresh sources before giving a concrete recommendation.""}]",A,ask_when_evidence_insufficient,[],pass,,,,
