review_id,public_probe_id,probe_id,user_id,split,probe_type,habit_family,stress_variant,query,choices_json,proposed_gold_choice_id,proposed_gold_action,evidence_preview_json,auto_validation_status,reviewer_decision,reviewer_notes
review_user_0068_habit_02_monday_meeting_decisions_p01_boundary__balanced_v03__unseen_paraphrase,balanced_v03_probe_9649245054cb3e1f,user_0068_habit_02_monday_meeting_decisions_p01_boundary__balanced_v03__unseen_paraphrase,user_0068,test,boundary,meeting_prep,unseen_paraphrase,Summarize an informal colleague check-in where a formal meeting template would be overkill.,"[{""choice_id"": ""A"", ""text"": ""Decline to use any prior pattern even though a normal answer is available.""}, {""choice_id"": ""B"", ""text"": ""Write a chronological narrative summary.""}, {""choice_id"": ""C"", ""text"": ""Organize notes into decisions, blockers, and next actions.""}, {""choice_id"": ""D"", ""text"": ""Keep it conversational; do not impose the Monday meeting template.""}]",D,do_not_apply_out_of_scope,"[{""session_id"": ""user_0068_s0005"", ""session_index"": 5, ""signal_type"": ""support"", ""domain"": ""meeting"", ""user"": ""I need the usual Monday meeting shape from these notes."", ""assistant"": ""Decisions: ... Blockers: ... Next actions: ...""}, {""session_id"": ""user_0068_s0008"", ""session_index"": 8, ""signal_type"": ""support"", ""domain"": ""meeting"", ""user"": ""Turn this into Monday prep for the team."", ""assistant"": ""Decisions: ... Blockers: ... Next actions: ...""}, {""session_id"": ""user_0068_s0012"", ""session_index"": 12, ""signal_type"": ""support"", ""domain"": ""meeting"", ""user"": ""Can you make this useful for the Monday sync?"", ""assistant"": ""Decisions: ... Blockers: ... Next actions: ...""}, {""session_id"": ""user_0068_s0022"", ""session_index"": 22, ""signal_type"": ""support"", ""domain"": ""meeting"", ""user"": ""I need the usual Monday meeting shape from these notes."", ""assistant"": ""Decisions: ... Blockers: ... Next actions: ...""}]",pass,,
review_user_0068_habit_02_monday_meeting_decisions_p02_exception__balanced_v03,balanced_v03_probe_0452c9ea72e7c162,user_0068_habit_02_monday_meeting_decisions_p02_exception__balanced_v03,user_0068,test,exception,meeting_prep,original_balanced,Summarize an informal coffee chat with no action items.,"[{""choice_id"": ""A"", ""text"": ""Ignore the exception and follow the most frequent old pattern.""}, {""choice_id"": ""B"", ""text"": ""Use a light conversational summary.""}, {""choice_id"": ""C"", ""text"": ""Organize notes into decisions, blockers, and next actions.""}, {""choice_id"": ""D"", ""text"": ""Write a chronological narrative summary.""}]",B,apply_exception,"[{""session_id"": ""user_0068_s0050"", ""session_index"": 50, ""signal_type"": ""exception"", ""domain"": ""meeting"", ""user"": ""Summarize an informal coffee chat with no action items."", ""assistant"": ""Use a light conversational summary.""}]",pass,,
review_user_0068_habit_02_monday_meeting_decisions_p02_exception__balanced_v03__unseen_paraphrase,balanced_v03_probe_536f0dfc6b697eaf,user_0068_habit_02_monday_meeting_decisions_p02_exception__balanced_v03__unseen_paraphrase,user_0068,test,exception,meeting_prep,unseen_paraphrase,Summarize a casual conversation that has no decisions or follow-up owners.,"[{""choice_id"": ""A"", ""text"": ""Ignore the exception and follow the most frequent old pattern.""}, {""choice_id"": ""B"", ""text"": ""Use a light conversational summary.""}, {""choice_id"": ""C"", ""text"": ""Organize notes into decisions, blockers, and next actions.""}, {""choice_id"": ""D"", ""text"": ""Write a chronological narrative summary.""}]",B,apply_exception,"[{""session_id"": ""user_0068_s0050"", ""session_index"": 50, ""signal_type"": ""exception"", ""domain"": ""meeting"", ""user"": ""Summarize an informal coffee chat with no action items."", ""assistant"": ""Use a light conversational summary.""}]",pass,,
review_user_0068_habit_03_fresh_sources_for_stakes_p00_direct_use__balanced_v03,balanced_v03_probe_09dda3dd65e76e81,user_0068_habit_03_fresh_sources_for_stakes_p00_direct_use__balanced_v03,user_0068,test,direct_use,tool_action,original_balanced,Answer a current regulatory question for the user.,"[{""choice_id"": ""A"", ""text"": ""Explain normally; a freshness check is optional.""}, {""choice_id"": ""B"", ""text"": ""Answer from memory without noting freshness.""}, {""choice_id"": ""C"", ""text"": ""Check or cite fresh sources before giving a concrete recommendation.""}, {""choice_id"": ""D"", ""text"": ""Ask for clarification despite enough prior evidence.""}]",C,apply_scoped_habit,"[{""session_id"": ""user_0068_s0007"", ""session_index"": 7, ""signal_type"": ""support"", ""domain"": ""news"", ""user"": ""Before I act on this finance question, make sure the info is current."", ""assistant"": ""I will verify recency first, then separate current facts from general guidance.""}, {""session_id"": ""user_0068_s0011"", ""session_index"": 11, ""signal_type"": ""support"", ""domain"": ""news"", ""user"": ""I need the current answer, not a stale one."", ""assistant"": ""I will verify recency first, then separate current facts from general guidance.""}, {""session_id"": ""user_0068_s0023"", ""session_index"": 23, ""signal_type"": ""support"", ""domain"": ""news"", ""user"": ""I need the current answer, not a stale one."", ""assistant"": ""I will verify recency first, then separate current facts from general guidance.""}, {""session_id"": ""user_0068_s0027"", ""session_index"": 27, ""signal_type"": ""support"", ""domain"": ""news"", ""user"": ""Before I act on this finance question, make sure the info is current."", ""assistant"": ""I will verify recency first, then separate current facts from general guidance.""}]",pass,,
review_user_0068_habit_03_fresh_sources_for_stakes_p00_direct_use__balanced_v03__unseen_paraphrase,balanced_v03_probe_275fb22e5060c391,user_0068_habit_03_fresh_sources_for_stakes_p00_direct_use__balanced_v03__unseen_paraphrase,user_0068,test,direct_use,tool_action,unseen_paraphrase,Respond to a time-sensitive compliance question where stale information could mislead the user.,"[{""choice_id"": ""A"", ""text"": ""Explain normally; a freshness check is optional.""}, {""choice_id"": ""B"", ""text"": ""Answer from memory without noting freshness.""}, {""choice_id"": ""C"", ""text"": ""Check or cite fresh sources before giving a concrete recommendation.""}, {""choice_id"": ""D"", ""text"": ""Ask for clarification despite enough prior evidence.""}]",C,apply_scoped_habit,"[{""session_id"": ""user_0068_s0007"", ""session_index"": 7, ""signal_type"": ""support"", ""domain"": ""news"", ""user"": ""Before I act on this finance question, make sure the info is current."", ""assistant"": ""I will verify recency first, then separate current facts from general guidance.""}, {""session_id"": ""user_0068_s0011"", ""session_index"": 11, ""signal_type"": ""support"", ""domain"": ""news"", ""user"": ""I need the current answer, not a stale one."", ""assistant"": ""I will verify recency first, then separate current facts from general guidance.""}, {""session_id"": ""user_0068_s0023"", ""session_index"": 23, ""signal_type"": ""support"", ""domain"": ""news"", ""user"": ""I need the current answer, not a stale one."", ""assistant"": ""I will verify recency first, then separate current facts from general guidance.""}, {""session_id"": ""user_0068_s0027"", ""session_index"": 27, ""signal_type"": ""support"", ""domain"": ""news"", ""user"": ""Before I act on this finance question, make sure the info is current."", ""assistant"": ""I will verify recency first, then separate current facts from general guidance.""}]",pass,,
review_user_0068_habit_03_fresh_sources_for_stakes_p00_direct_use__explicit_retrieval__balanced_v03,balanced_v03_probe_5db68839170c2906,user_0068_habit_03_fresh_sources_for_stakes_p00_direct_use__explicit_retrieval__balanced_v03,user_0068,test,explicit_retrieval,tool_action,original_balanced,"What recurring preference has the user explicitly reinforced for finance, legal, medical, regulations, or current-news tasks?","[{""choice_id"": ""A"", ""text"": ""Use a plausible but unsupported behavior.""}, {""choice_id"": ""B"", ""text"": ""Check or cite fresh sources before giving a concrete recommendation.""}, {""choice_id"": ""C"", ""text"": ""Use a rare exception as the default.""}, {""choice_id"": ""D"", ""text"": ""Use an out-of-scope behavior from a different context.""}]",B,explicit_fact_preference_retrieval,"[{""session_id"": ""user_0068_s0007"", ""session_index"": 7, ""signal_type"": ""support"", ""domain"": ""news"", ""user"": ""Before I act on this finance question, make sure the info is current."", ""assistant"": ""I will verify recency first, then separate current facts from general guidance.""}, {""session_id"": ""user_0068_s0011"", ""session_index"": 11, ""signal_type"": ""support"", ""domain"": ""news"", ""user"": ""I need the current answer, not a stale one."", ""assistant"": ""I will verify recency first, then separate current facts from general guidance.""}, {""session_id"": ""user_0068_s0023"", ""session_index"": 23, ""signal_type"": ""support"", ""domain"": ""news"", ""user"": ""I need the current answer, not a stale one."", ""assistant"": ""I will verify recency first, then separate current facts from general guidance.""}, {""session_id"": ""user_0068_s0027"", ""session_index"": 27, ""signal_type"": ""support"", ""domain"": ""news"", ""user"": ""Before I act on this finance question, make sure the info is current."", ""assistant"": ""I will verify recency first, then separate current facts from general guidance.""}]",pass,,
review_user_0068_habit_03_fresh_sources_for_stakes_p01_boundary__balanced_v03,balanced_v03_probe_d087aab46d96d748,user_0068_habit_03_fresh_sources_for_stakes_p01_boundary__balanced_v03,user_0068,test,boundary,tool_action,original_balanced,Explain the difference between simple and compound interest for a student.,"[{""choice_id"": ""A"", ""text"": ""Explain normally; a freshness check is optional.""}, {""choice_id"": ""B"", ""text"": ""Decline to use any prior pattern even though a normal answer is available.""}, {""choice_id"": ""C"", ""text"": ""Check or cite fresh sources before giving a concrete recommendation.""}, {""choice_id"": ""D"", ""text"": ""Answer from memory without noting freshness.""}]",A,do_not_apply_out_of_scope,"[{""session_id"": ""user_0068_s0007"", ""session_index"": 7, ""signal_type"": ""support"", ""domain"": ""news"", ""user"": ""Before I act on this finance question, make sure the info is current."", ""assistant"": ""I will verify recency first, then separate current facts from general guidance.""}, {""session_id"": ""user_0068_s0011"", ""session_index"": 11, ""signal_type"": ""support"", ""domain"": ""news"", ""user"": ""I need the current answer, not a stale one."", ""assistant"": ""I will verify recency first, then separate current facts from general guidance.""}, {""session_id"": ""user_0068_s0023"", ""session_index"": 23, ""signal_type"": ""support"", ""domain"": ""news"", ""user"": ""I need the current answer, not a stale one."", ""assistant"": ""I will verify recency first, then separate current facts from general guidance.""}, {""session_id"": ""user_0068_s0027"", ""session_index"": 27, ""signal_type"": ""support"", ""domain"": ""news"", ""user"": ""Before I act on this finance question, make sure the info is current."", ""assistant"": ""I will verify recency first, then separate current facts from general guidance.""}]",pass,,
review_user_0068_habit_03_fresh_sources_for_stakes_p01_boundary__balanced_v03__unseen_paraphrase,balanced_v03_probe_a5a5d9f595b2573c,user_0068_habit_03_fresh_sources_for_stakes_p01_boundary__balanced_v03__unseen_paraphrase,user_0068,test,boundary,tool_action,unseen_paraphrase,Teach a timeless finance concept without treating it as a live-news request.,"[{""choice_id"": ""A"", ""text"": ""Explain normally; a freshness check is optional.""}, {""choice_id"": ""B"", ""text"": ""Decline to use any prior pattern even though a normal answer is available.""}, {""choice_id"": ""C"", ""text"": ""Check or cite fresh sources before giving a concrete recommendation.""}, {""choice_id"": ""D"", ""text"": ""Answer from memory without noting freshness.""}]",A,do_not_apply_out_of_scope,"[{""session_id"": ""user_0068_s0007"", ""session_index"": 7, ""signal_type"": ""support"", ""domain"": ""news"", ""user"": ""Before I act on this finance question, make sure the info is current."", ""assistant"": ""I will verify recency first, then separate current facts from general guidance.""}, {""session_id"": ""user_0068_s0011"", ""session_index"": 11, ""signal_type"": ""support"", ""domain"": ""news"", ""user"": ""I need the current answer, not a stale one."", ""assistant"": ""I will verify recency first, then separate current facts from general guidance.""}, {""session_id"": ""user_0068_s0023"", ""session_index"": 23, ""signal_type"": ""support"", ""domain"": ""news"", ""user"": ""I need the current answer, not a stale one."", ""assistant"": ""I will verify recency first, then separate current facts from general guidance.""}, {""session_id"": ""user_0068_s0027"", ""session_index"": 27, ""signal_type"": ""support"", ""domain"": ""news"", ""user"": ""Before I act on this finance question, make sure the info is current."", ""assistant"": ""I will verify recency first, then separate current facts from general guidance.""}]",pass,,
review_user_0068_habit_03_fresh_sources_for_stakes_p02_exception__balanced_v03,balanced_v03_probe_c7fd2dcf782c5746,user_0068_habit_03_fresh_sources_for_stakes_p02_exception__balanced_v03,user_0068,test,exception,tool_action,original_balanced,Give a timeless conceptual explanation of compound interest.,"[{""choice_id"": ""A"", ""text"": ""Check or cite fresh sources before giving a concrete recommendation.""}, {""choice_id"": ""B"", ""text"": ""Give the explanation without pretending a live lookup is required.""}, {""choice_id"": ""C"", ""text"": ""Answer from memory without noting freshness.""}, {""choice_id"": ""D"", ""text"": ""Ignore the exception and follow the most frequent old pattern.""}]",B,apply_exception,"[{""session_id"": ""user_0068_s0033"", ""session_index"": 33, ""signal_type"": ""exception"", ""domain"": ""news"", ""user"": ""Give a timeless conceptual explanation of compound interest."", ""assistant"": ""Give the explanation without pretending a live lookup is required.""}]",pass,,
review_user_0068_habit_03_fresh_sources_for_stakes_p02_exception__balanced_v03__unseen_paraphrase,balanced_v03_probe_f7dee5101a861f7f,user_0068_habit_03_fresh_sources_for_stakes_p02_exception__balanced_v03__unseen_paraphrase,user_0068,test,exception,tool_action,unseen_paraphrase,Explain a basic interest-rate concept as stable background knowledge.,"[{""choice_id"": ""A"", ""text"": ""Check or cite fresh sources before giving a concrete recommendation.""}, {""choice_id"": ""B"", ""text"": ""Give the explanation without pretending a live lookup is required.""}, {""choice_id"": ""C"", ""text"": ""Answer from memory without noting freshness.""}, {""choice_id"": ""D"", ""text"": ""Ignore the exception and follow the most frequent old pattern.""}]",B,apply_exception,"[{""session_id"": ""user_0068_s0033"", ""session_index"": 33, ""signal_type"": ""exception"", ""domain"": ""news"", ""user"": ""Give a timeless conceptual explanation of compound interest."", ""assistant"": ""Give the explanation without pretending a live lookup is required.""}]",pass,,
review_user_0071_habit_00_code_risks_first_p00_direct_use__balanced_v03,balanced_v03_probe_78e17c3c9ffc192b,user_0071_habit_00_code_risks_first_p00_direct_use__balanced_v03,user_0071,dev,direct_use,coding_review,original_balanced,Review a pull request for the user and adapt to their established review style.,"[{""choice_id"": ""A"", ""text"": ""Teach the concept patiently; do not use a terse risk-first review.""}, {""choice_id"": ""B"", ""text"": ""Ask for clarification despite enough prior evidence.""}, {""choice_id"": ""C"", ""text"": ""Start with concrete risks, then propose the smallest patch.""}, {""choice_id"": ""D"", ""text"": ""Start with general praise and broad refactoring suggestions.""}]",C,apply_scoped_habit,"[{""session_id"": ""user_0071_s0008"", ""session_index"": 8, ""signal_type"": ""support"", ""domain"": ""code"", ""user"": ""Please inspect this bug report like a code review."", ""assistant"": ""Risk first: the edge case fails when the input is empty. Minimal patch: guard before parsing.""}, {""session_id"": ""user_0071_s0011"", ""session_index"": 11, ""signal_type"": ""support"", ""domain"": ""code"", ""user"": ""Review this change and tell me what could break first."", ""assistant"": ""Risk first: the edge case fails when the input is empty. Minimal patch: guard before parsing.""}, {""session_id"": ""user_0071_s0012"", ""session_index"": 12, ""signal_type"": ""support"", ""domain"": ""code"", ""user"": ""Please inspect this bug report like a code review."", ""assistant"": ""Risk first: the edge case fails when the input is empty. Minimal patch: guard before parsing.""}, {""session_id"": ""user_0071_s0029"", ""session_index"": 29, ""signal_type"": ""support"", ""domain"": ""code"", ""user"": ""Please inspect this bug report like a code review."", ""assistant"": ""Risk first: the edge case fails when the input is empty. Minimal patch: guard before parsing.""}]",pass,,
review_user_0071_habit_00_code_risks_first_p00_direct_use__balanced_v03__unseen_paraphrase,balanced_v03_probe_c4d56743e2e80b93,user_0071_habit_00_code_risks_first_p00_direct_use__balanced_v03__unseen_paraphrase,user_0071,dev,direct_use,coding_review,unseen_paraphrase,Inspect this change set for a PR handoff using the user's usual review ordering.,"[{""choice_id"": ""A"", ""text"": ""Teach the concept patiently; do not use a terse risk-first review.""}, {""choice_id"": ""B"", ""text"": ""Ask for clarification despite enough prior evidence.""}, {""choice_id"": ""C"", ""text"": ""Start with concrete risks, then propose the smallest patch.""}, {""choice_id"": ""D"", ""text"": ""Start with general praise and broad refactoring suggestions.""}]",C,apply_scoped_habit,"[{""session_id"": ""user_0071_s0008"", ""session_index"": 8, ""signal_type"": ""support"", ""domain"": ""code"", ""user"": ""Please inspect this bug report like a code review."", ""assistant"": ""Risk first: the edge case fails when the input is empty. Minimal patch: guard before parsing.""}, {""session_id"": ""user_0071_s0011"", ""session_index"": 11, ""signal_type"": ""support"", ""domain"": ""code"", ""user"": ""Review this change and tell me what could break first."", ""assistant"": ""Risk first: the edge case fails when the input is empty. Minimal patch: guard before parsing.""}, {""session_id"": ""user_0071_s0012"", ""session_index"": 12, ""signal_type"": ""support"", ""domain"": ""code"", ""user"": ""Please inspect this bug report like a code review."", ""assistant"": ""Risk first: the edge case fails when the input is empty. Minimal patch: guard before parsing.""}, {""session_id"": ""user_0071_s0029"", ""session_index"": 29, ""signal_type"": ""support"", ""domain"": ""code"", ""user"": ""Please inspect this bug report like a code review."", ""assistant"": ""Risk first: the edge case fails when the input is empty. Minimal patch: guard before parsing.""}]",pass,,
review_user_0071_habit_00_code_risks_first_p00_direct_use__explicit_retrieval__balanced_v03,balanced_v03_probe_476aa2cd6b7b0eb8,user_0071_habit_00_code_risks_first_p00_direct_use__explicit_retrieval__balanced_v03,user_0071,dev,explicit_retrieval,coding_review,original_balanced,"What recurring preference has the user explicitly reinforced for code review, pull request review, debugging handoff?","[{""choice_id"": ""A"", ""text"": ""Use a rare exception as the default.""}, {""choice_id"": ""B"", ""text"": ""Start with concrete risks, then propose the smallest patch.""}, {""choice_id"": ""C"", ""text"": ""Use a plausible but unsupported behavior.""}, {""choice_id"": ""D"", ""text"": ""Use an out-of-scope behavior from a different context.""}]",B,explicit_fact_preference_retrieval,"[{""session_id"": ""user_0071_s0008"", ""session_index"": 8, ""signal_type"": ""support"", ""domain"": ""code"", ""user"": ""Please inspect this bug report like a code review."", ""assistant"": ""Risk first: the edge case fails when the input is empty. Minimal patch: guard before parsing.""}, {""session_id"": ""user_0071_s0011"", ""session_index"": 11, ""signal_type"": ""support"", ""domain"": ""code"", ""user"": ""Review this change and tell me what could break first."", ""assistant"": ""Risk first: the edge case fails when the input is empty. Minimal patch: guard before parsing.""}, {""session_id"": ""user_0071_s0012"", ""session_index"": 12, ""signal_type"": ""support"", ""domain"": ""code"", ""user"": ""Please inspect this bug report like a code review."", ""assistant"": ""Risk first: the edge case fails when the input is empty. Minimal patch: guard before parsing.""}, {""session_id"": ""user_0071_s0029"", ""session_index"": 29, ""signal_type"": ""support"", ""domain"": ""code"", ""user"": ""Please inspect this bug report like a code review."", ""assistant"": ""Risk first: the edge case fails when the input is empty. Minimal patch: guard before parsing.""}]",pass,,
review_user_0071_habit_00_code_risks_first_p01_boundary__balanced_v03,balanced_v03_probe_abf2adaa7d3b3310,user_0071_habit_00_code_risks_first_p01_boundary__balanced_v03,user_0071,dev,boundary,coding_review,original_balanced,I am onboarding a teammate. Explain what dependency injection means from first principles.,"[{""choice_id"": ""A"", ""text"": ""Start with general praise and broad refactoring suggestions.""}, {""choice_id"": ""B"", ""text"": ""Decline to use any prior pattern even though a normal answer is available.""}, {""choice_id"": ""C"", ""text"": ""Teach the concept patiently; do not use a terse risk-first review.""}, {""choice_id"": ""D"", ""text"": ""Start with concrete risks, then propose the smallest patch.""}]",C,do_not_apply_out_of_scope,"[{""session_id"": ""user_0071_s0008"", ""session_index"": 8, ""signal_type"": ""support"", ""domain"": ""code"", ""user"": ""Please inspect this bug report like a code review."", ""assistant"": ""Risk first: the edge case fails when the input is empty. Minimal patch: guard before parsing.""}, {""session_id"": ""user_0071_s0011"", ""session_index"": 11, ""signal_type"": ""support"", ""domain"": ""code"", ""user"": ""Review this change and tell me what could break first."", ""assistant"": ""Risk first: the edge case fails when the input is empty. Minimal patch: guard before parsing.""}, {""session_id"": ""user_0071_s0012"", ""session_index"": 12, ""signal_type"": ""support"", ""domain"": ""code"", ""user"": ""Please inspect this bug report like a code review."", ""assistant"": ""Risk first: the edge case fails when the input is empty. Minimal patch: guard before parsing.""}, {""session_id"": ""user_0071_s0029"", ""session_index"": 29, ""signal_type"": ""support"", ""domain"": ""code"", ""user"": ""Please inspect this bug report like a code review."", ""assistant"": ""Risk first: the edge case fails when the input is empty. Minimal patch: guard before parsing.""}]",pass,,
review_user_0071_habit_00_code_risks_first_p01_boundary__balanced_v03__unseen_paraphrase,balanced_v03_probe_092a2a873afd06c6,user_0071_habit_00_code_risks_first_p01_boundary__balanced_v03__unseen_paraphrase,user_0071,dev,boundary,coding_review,unseen_paraphrase,Create a beginner-friendly onboarding explanation of a software design concept.,"[{""choice_id"": ""A"", ""text"": ""Start with general praise and broad refactoring suggestions.""}, {""choice_id"": ""B"", ""text"": ""Decline to use any prior pattern even though a normal answer is available.""}, {""choice_id"": ""C"", ""text"": ""Teach the concept patiently; do not use a terse risk-first review.""}, {""choice_id"": ""D"", ""text"": ""Start with concrete risks, then propose the smallest patch.""}]",C,do_not_apply_out_of_scope,"[{""session_id"": ""user_0071_s0008"", ""session_index"": 8, ""signal_type"": ""support"", ""domain"": ""code"", ""user"": ""Please inspect this bug report like a code review."", ""assistant"": ""Risk first: the edge case fails when the input is empty. Minimal patch: guard before parsing.""}, {""session_id"": ""user_0071_s0011"", ""session_index"": 11, ""signal_type"": ""support"", ""domain"": ""code"", ""user"": ""Review this change and tell me what could break first."", ""assistant"": ""Risk first: the edge case fails when the input is empty. Minimal patch: guard before parsing.""}, {""session_id"": ""user_0071_s0012"", ""session_index"": 12, ""signal_type"": ""support"", ""domain"": ""code"", ""user"": ""Please inspect this bug report like a code review."", ""assistant"": ""Risk first: the edge case fails when the input is empty. Minimal patch: guard before parsing.""}, {""session_id"": ""user_0071_s0029"", ""session_index"": 29, ""signal_type"": ""support"", ""domain"": ""code"", ""user"": ""Please inspect this bug report like a code review."", ""assistant"": ""Risk first: the edge case fails when the input is empty. Minimal patch: guard before parsing.""}]",pass,,
review_user_0071_habit_00_code_risks_first_p02_exception__balanced_v03,balanced_v03_probe_dc7bf94bec9f5924,user_0071_habit_00_code_risks_first_p02_exception__balanced_v03,user_0071,dev,exception,coding_review,original_balanced,Teach a junior teammate how this authentication middleware works.,"[{""choice_id"": ""A"", ""text"": ""Explain the concept step by step before any patch.""}, {""choice_id"": ""B"", ""text"": ""Ignore the exception and follow the most frequent old pattern.""}, {""choice_id"": ""C"", ""text"": ""Start with concrete risks, then propose the smallest patch.""}, {""choice_id"": ""D"", ""text"": ""Start with general praise and broad refactoring suggestions.""}]",A,apply_exception,"[{""session_id"": ""user_0071_s0030"", ""session_index"": 30, ""signal_type"": ""exception"", ""domain"": ""code"", ""user"": ""Teach a junior teammate how this authentication middleware works."", ""assistant"": ""Explain the concept step by step before any patch.""}]",pass,,
review_user_0071_habit_00_code_risks_first_p02_exception__balanced_v03__unseen_paraphrase,balanced_v03_probe_73a5db569aafd089,user_0071_habit_00_code_risks_first_p02_exception__balanced_v03__unseen_paraphrase,user_0071,dev,exception,coding_review,unseen_paraphrase,"Walk a junior teammate through how a middleware component works, assuming they are learning the idea.","[{""choice_id"": ""A"", ""text"": ""Explain the concept step by step before any patch.""}, {""choice_id"": ""B"", ""text"": ""Ignore the exception and follow the most frequent old pattern.""}, {""choice_id"": ""C"", ""text"": ""Start with concrete risks, then propose the smallest patch.""}, {""choice_id"": ""D"", ""text"": ""Start with general praise and broad refactoring suggestions.""}]",A,apply_exception,"[{""session_id"": ""user_0071_s0030"", ""session_index"": 30, ""signal_type"": ""exception"", ""domain"": ""code"", ""user"": ""Teach a junior teammate how this authentication middleware works."", ""assistant"": ""Explain the concept step by step before any patch.""}]",pass,,
review_user_0072_habit_00_monday_meeting_decisions_p00_direct_use__balanced_v03,balanced_v03_probe_b6dbdc29d7a99c27,user_0072_habit_00_monday_meeting_decisions_p00_direct_use__balanced_v03,user_0072,test,direct_use,meeting_prep,original_balanced,Prepare notes for the user's recurring Monday team meeting.,"[{""choice_id"": ""A"", ""text"": ""Write a chronological narrative summary.""}, {""choice_id"": ""B"", ""text"": ""Organize notes into decisions, blockers, and next actions.""}, {""choice_id"": ""C"", ""text"": ""Keep it conversational; do not impose the Monday meeting template.""}, {""choice_id"": ""D"", ""text"": ""Ask for clarification despite enough prior evidence.""}]",B,apply_scoped_habit,"[{""session_id"": ""user_0072_s0012"", ""session_index"": 12, ""signal_type"": ""support"", ""domain"": ""meeting"", ""user"": ""Turn this into Monday prep for the team."", ""assistant"": ""Decisions: ... Blockers: ... Next actions: ...""}, {""session_id"": ""user_0072_s0014"", ""session_index"": 14, ""signal_type"": ""support"", ""domain"": ""meeting"", ""user"": ""Turn this into Monday prep for the team."", ""assistant"": ""Decisions: ... Blockers: ... Next actions: ...""}, {""session_id"": ""user_0072_s0018"", ""session_index"": 18, ""signal_type"": ""support"", ""domain"": ""meeting"", ""user"": ""Can you make this useful for the Monday sync?"", ""assistant"": ""Decisions: ... Blockers: ... Next actions: ...""}, {""session_id"": ""user_0072_s0022"", ""session_index"": 22, ""signal_type"": ""support"", ""domain"": ""meeting"", ""user"": ""Turn this into Monday prep for the team."", ""assistant"": ""Decisions: ... Blockers: ... Next actions: ...""}]",pass,,
review_user_0072_habit_00_monday_meeting_decisions_p00_direct_use__balanced_v03__unseen_paraphrase,balanced_v03_probe_63f4a217db38a9b2,user_0072_habit_00_monday_meeting_decisions_p00_direct_use__balanced_v03__unseen_paraphrase,user_0072,test,direct_use,meeting_prep,unseen_paraphrase,Shape raw notes for the user's recurring first-meeting-of-the-week team sync.,"[{""choice_id"": ""A"", ""text"": ""Write a chronological narrative summary.""}, {""choice_id"": ""B"", ""text"": ""Organize notes into decisions, blockers, and next actions.""}, {""choice_id"": ""C"", ""text"": ""Keep it conversational; do not impose the Monday meeting template.""}, {""choice_id"": ""D"", ""text"": ""Ask for clarification despite enough prior evidence.""}]",B,apply_scoped_habit,"[{""session_id"": ""user_0072_s0012"", ""session_index"": 12, ""signal_type"": ""support"", ""domain"": ""meeting"", ""user"": ""Turn this into Monday prep for the team."", ""assistant"": ""Decisions: ... Blockers: ... Next actions: ...""}, {""session_id"": ""user_0072_s0014"", ""session_index"": 14, ""signal_type"": ""support"", ""domain"": ""meeting"", ""user"": ""Turn this into Monday prep for the team."", ""assistant"": ""Decisions: ... Blockers: ... Next actions: ...""}, {""session_id"": ""user_0072_s0018"", ""session_index"": 18, ""signal_type"": ""support"", ""domain"": ""meeting"", ""user"": ""Can you make this useful for the Monday sync?"", ""assistant"": ""Decisions: ... Blockers: ... Next actions: ...""}, {""session_id"": ""user_0072_s0022"", ""session_index"": 22, ""signal_type"": ""support"", ""domain"": ""meeting"", ""user"": ""Turn this into Monday prep for the team."", ""assistant"": ""Decisions: ... Blockers: ... Next actions: ...""}]",pass,,
review_user_0072_habit_00_monday_meeting_decisions_p00_direct_use__explicit_retrieval__balanced_v03,balanced_v03_probe_e73d0879cd317168,user_0072_habit_00_monday_meeting_decisions_p00_direct_use__explicit_retrieval__balanced_v03,user_0072,test,explicit_retrieval,meeting_prep,original_balanced,What recurring preference has the user explicitly reinforced for recurring Monday team meeting prep?,"[{""choice_id"": ""A"", ""text"": ""Organize notes into decisions, blockers, and next actions.""}, {""choice_id"": ""B"", ""text"": ""Use an out-of-scope behavior from a different context.""}, {""choice_id"": ""C"", ""text"": ""Use a plausible but unsupported behavior.""}, {""choice_id"": ""D"", ""text"": ""Use a rare exception as the default.""}]",A,explicit_fact_preference_retrieval,"[{""session_id"": ""user_0072_s0012"", ""session_index"": 12, ""signal_type"": ""support"", ""domain"": ""meeting"", ""user"": ""Turn this into Monday prep for the team."", ""assistant"": ""Decisions: ... Blockers: ... Next actions: ...""}, {""session_id"": ""user_0072_s0014"", ""session_index"": 14, ""signal_type"": ""support"", ""domain"": ""meeting"", ""user"": ""Turn this into Monday prep for the team."", ""assistant"": ""Decisions: ... Blockers: ... Next actions: ...""}, {""session_id"": ""user_0072_s0018"", ""session_index"": 18, ""signal_type"": ""support"", ""domain"": ""meeting"", ""user"": ""Can you make this useful for the Monday sync?"", ""assistant"": ""Decisions: ... Blockers: ... Next actions: ...""}, {""session_id"": ""user_0072_s0022"", ""session_index"": 22, ""signal_type"": ""support"", ""domain"": ""meeting"", ""user"": ""Turn this into Monday prep for the team."", ""assistant"": ""Decisions: ... Blockers: ... Next actions: ...""}]",pass,,
