probe_id,private_probe_id,user_id,probe_type,choice_id,is_gold,marker_hits,negative_hits,text
taskmaster_planning_v02_probe_29ec1155aff64789,tm2_planning_v02_user_0001_habit_tight_schedule_nonstop_priority_p02_exception,tm2_planning_v02_user_0001,exception,C,False,,,Book the $270 one-stop itinerary on another airline with a 35-minute connection because it is the cheapest cash fare.
taskmaster_planning_v02_probe_29ec1155aff64789,tm2_planning_v02_user_0001_habit_tight_schedule_nonstop_priority_p02_exception,tm2_planning_v02_user_0001,exception,D,True,,,"Book the $285 one-stop United itinerary where you can apply miles, with a reasonable 75-minute connection."
taskmaster_planning_v02_probe_08b241e7a2c20107,tm2_planning_v02_user_0001_habit_tight_schedule_nonstop_priority_p03_explicit_retrieval,tm2_planning_v02_user_0001,explicit_retrieval,A,False,,tight,"Choose the cheapest fare available, even if it requires multiple connections and a tighter arrival."
taskmaster_planning_v02_probe_08b241e7a2c20107,tm2_planning_v02_user_0001_habit_tight_schedule_nonstop_priority_p03_explicit_retrieval,tm2_planning_v02_user_0001,explicit_retrieval,B,False,,less reliable,"Choose flights mainly to maximize airline miles or loyalty status, even when timing becomes less reliable."
taskmaster_planning_v02_probe_08b241e7a2c20107,tm2_planning_v02_user_0001_habit_tight_schedule_nonstop_priority_p03_explicit_retrieval,tm2_planning_v02_user_0001,explicit_retrieval,C,False,,,"Choose a longer layover on a connecting itinerary to save a modest amount, unless the trip is a vacation."
taskmaster_planning_v02_probe_08b241e7a2c20107,tm2_planning_v02_user_0001_habit_tight_schedule_nonstop_priority_p03_explicit_retrieval,tm2_planning_v02_user_0001,explicit_retrieval,D,True,,risk,"Choose a nonstop or lowest-transfer itinerary, even if it costs somewhat more, to reduce delay risk."
taskmaster_planning_v02_probe_6259b7cb92ac2f85,tm2_planning_v02_user_0002_habit_uncertain_trip_refundable_fare_p00_direct_use,tm2_planning_v02_user_0002,direct_use,A,False,,risk,Book the cheapest nonrefundable fare and add a hotel with free cancellation to reduce only the lodging risk.
taskmaster_planning_v02_probe_6259b7cb92ac2f85,tm2_planning_v02_user_0002_habit_uncertain_trip_refundable_fare_p00_direct_use,tm2_planning_v02_user_0002,direct_use,B,False,,,"Book the cheapest nonrefundable basic fare now, since it saves about $140 and the trip is likely to happen."
taskmaster_planning_v02_probe_6259b7cb92ac2f85,tm2_planning_v02_user_0002_habit_uncertain_trip_refundable_fare_p00_direct_use,tm2_planning_v02_user_0002,direct_use,C,True,though;even_though,though,"Book the refundable or flexible fare, even though it costs more, so the reservation can be changed or canceled if the plans move."
taskmaster_planning_v02_probe_6259b7cb92ac2f85,tm2_planning_v02_user_0002_habit_uncertain_trip_refundable_fare_p00_direct_use,tm2_planning_v02_user_0002,direct_use,D,False,,,"Wait until the agenda and approval are fully finalized before booking anything, even if the fares rise."
taskmaster_planning_v02_probe_9e59fed95619d968,tm2_planning_v02_user_0002_habit_uncertain_trip_refundable_fare_p01_boundary,tm2_planning_v02_user_0002,boundary,A,True,,,"Book the $296 standard economy nonrefundable fare on the preferred nonstop, since it covers the carry-on and seat-assignment needs."
taskmaster_planning_v02_probe_9e59fed95619d968,tm2_planning_v02_user_0002_habit_uncertain_trip_refundable_fare_p01_boundary,tm2_planning_v02_user_0002,boundary,B,False,,,Pay $374 for the refundable economy fare on the same nonstop to keep cancellation and change options open.
taskmaster_planning_v02_probe_9e59fed95619d968,tm2_planning_v02_user_0002_habit_uncertain_trip_refundable_fare_p01_boundary,tm2_planning_v02_user_0002,boundary,C,False,,,"Book the $248 basic economy fare on the preferred nonstop to minimize the ticket price, accepting the stricter bag and seat limits."
taskmaster_planning_v02_probe_9e59fed95619d968,tm2_planning_v02_user_0002_habit_uncertain_trip_refundable_fare_p01_boundary,tm2_planning_v02_user_0002,boundary,D,False,though;even_though,though,"Choose a semi-flexible fare on a connecting itinerary if it costs less than the refundable nonstop, even though the arrival would be less convenient."
taskmaster_planning_v02_probe_7dabf8f9ec1efc0f,tm2_planning_v02_user_0002_habit_uncertain_trip_refundable_fare_p02_exception,tm2_planning_v02_user_0002,exception,A,False,,,Book the $289 fare on a later flight because it includes priority boarding.
taskmaster_planning_v02_probe_7dabf8f9ec1efc0f,tm2_planning_v02_user_0002_habit_uncertain_trip_refundable_fare_p02_exception,tm2_planning_v02_user_0002,exception,B,False,,,Book the $315 fare with free date changes in case the schedule shifts later.
taskmaster_planning_v02_probe_7dabf8f9ec1efc0f,tm2_planning_v02_user_0002_habit_uncertain_trip_refundable_fare_p02_exception,tm2_planning_v02_user_0002,exception,C,True,,,Book the $238 nonrefundable economy fare because it is the lowest total price and the dates are fixed.
taskmaster_planning_v02_probe_7dabf8f9ec1efc0f,tm2_planning_v02_user_0002_habit_uncertain_trip_refundable_fare_p02_exception,tm2_planning_v02_user_0002,exception,D,False,,,Book the $372 fully refundable fare to preserve maximum flexibility.
taskmaster_planning_v02_probe_d7e4d7feddc1d7fe,tm2_planning_v02_user_0002_habit_uncertain_trip_refundable_fare_p03_explicit_retrieval,tm2_planning_v02_user_0002,explicit_retrieval,A,False,,,"For all trips, choose the lowest available nonrefundable fare as soon as possible to minimize cost."
taskmaster_planning_v02_probe_d7e4d7feddc1d7fe,tm2_planning_v02_user_0002_habit_uncertain_trip_refundable_fare_p03_explicit_retrieval,tm2_planning_v02_user_0002,explicit_retrieval,B,False,,,"For personal trips with confirmed dates, pay extra for refundable fares to keep options open."
taskmaster_planning_v02_probe_d7e4d7feddc1d7fe,tm2_planning_v02_user_0002_habit_uncertain_trip_refundable_fare_p03_explicit_retrieval,tm2_planning_v02_user_0002,explicit_retrieval,C,True,,,"For work trips with tentative meetings, pending approval, or likely schedule changes, choose refundable or flexible fares even if a cheaper nonrefundable fare is available."
taskmaster_planning_v02_probe_d7e4d7feddc1d7fe,tm2_planning_v02_user_0002_habit_uncertain_trip_refundable_fare_p03_explicit_retrieval,tm2_planning_v02_user_0002,explicit_retrieval,D,False,,uncertain,"For uncertain work travel, delay booking entirely until every meeting and approval is finalized, even if fares rise."
taskmaster_planning_v02_probe_b1b7983e73f43bc5,tm2_planning_v02_user_0003_habit_work_hotel_near_venue_p00_direct_use,tm2_planning_v02_user_0003,direct_use,A,False,but,but,"A higher-end hotel near Lady Bird Lake, $260/night, with a pool and nicer rooms but a 25-minute walk or short rideshare to the venue."
taskmaster_planning_v02_probe_b1b7983e73f43bc5,tm2_planning_v02_user_0003_habit_work_hotel_near_venue_p00_direct_use,tm2_planning_v02_user_0003,direct_use,B,False,but,but,"A boutique hotel in East Austin, $225/night, with better restaurants nearby but a 20-minute rideshare to the convention center."
taskmaster_planning_v02_probe_b1b7983e73f43bc5,tm2_planning_v02_user_0003_habit_work_hotel_near_venue_p00_direct_use,tm2_planning_v02_user_0003,direct_use,C,True,,,"A downtown hotel about a 5-minute walk from the convention center, $285/night, with standard rooms and basic amenities."
taskmaster_planning_v02_probe_b1b7983e73f43bc5,tm2_planning_v02_user_0003_habit_work_hotel_near_venue_p00_direct_use,tm2_planning_v02_user_0003,direct_use,D,False,but,but,"An airport-area hotel, $175/night, with free breakfast and a shuttle, but a 35–45 minute commute each way."
taskmaster_planning_v02_probe_6889a3185771629f,tm2_planning_v02_user_0003_habit_work_hotel_near_venue_p01_boundary,tm2_planning_v02_user_0003,boundary,A,False,but,but,"A budget hotel in an outer residential area with the lowest nightly price, but requiring longer transit rides to most sights and restaurants."
taskmaster_planning_v02_probe_6889a3185771629f,tm2_planning_v02_user_0003_habit_work_hotel_near_venue_p01_boundary,tm2_planning_v02_user_0003,boundary,B,False,but,but,"A business hotel beside Kyoto Station with lower rates and the simplest airport-train connection, but a less distinctive neighborhood feel."
taskmaster_planning_v02_probe_6889a3185771629f,tm2_planning_v02_user_0003_habit_work_hotel_near_venue_p01_boundary,tm2_planning_v02_user_0003,boundary,C,True,though,farther;though,"A boutique ryokan-style hotel in Southern Higashiyama/Gion, walkable to temples, old lanes, teahouses, and evening dining, though it costs a bit more and is farther from Kyoto Station."
taskmaster_planning_v02_probe_6889a3185771629f,tm2_planning_v02_user_0003_habit_work_hotel_near_venue_p01_boundary,tm2_planning_v02_user_0003,boundary,D,False,but,limited;but,"A modern hotel near the convention center with spacious rooms and fast taxi access across town, but limited nearby sightseeing on foot."
taskmaster_planning_v02_probe_d5e33858375740f5,tm2_planning_v02_user_0003_habit_work_hotel_near_venue_p02_exception,tm2_planning_v02_user_0003,exception,A,False,,,"A Cambridge boutique hotel with highly rated amenities, about 35 minutes from the convention center and not in the requested neighborhoods."
taskmaster_planning_v02_probe_d5e33858375740f5,tm2_planning_v02_user_0003_habit_work_hotel_near_venue_p02_exception,tm2_planning_v02_user_0003,exception,B,False,but,but,"An airport-area hotel with the lowest nightly rate, but a 45-minute commute and no easy access to Back Bay or Fenway."
taskmaster_planning_v02_probe_d5e33858375740f5,tm2_planning_v02_user_0003_habit_work_hotel_near_venue_p02_exception,tm2_planning_v02_user_0003,exception,C,True,,,"A Back Bay hotel near Copley Square, about 25 minutes to the convention center by transit, with rates in the middle of the available options."
taskmaster_planning_v02_probe_d5e33858375740f5,tm2_planning_v02_user_0003_habit_work_hotel_near_venue_p02_exception,tm2_planning_v02_user_0003,exception,D,False,but,but,"A Seaport hotel two blocks from the convention center, but outside Back Bay/Fenway and significantly more expensive."
taskmaster_planning_v02_probe_c72090c0df7c53c7,tm2_planning_v02_user_0003_habit_work_hotel_near_venue_p03_explicit_retrieval,tm2_planning_v02_user_0003,explicit_retrieval,A,False,,lively,"Choose hotels in lively sightseeing neighborhoods, even when the trip is primarily for work."
taskmaster_planning_v02_probe_c72090c0df7c53c7,tm2_planning_v02_user_0003_habit_work_hotel_near_venue_p03_explicit_retrieval,tm2_planning_v02_user_0003,explicit_retrieval,B,False,,,"Choose amenity-rich hotels, such as those with larger rooms or better fitness facilities, over location near the venue."
taskmaster_planning_v02_probe_c72090c0df7c53c7,tm2_planning_v02_user_0003_habit_work_hotel_near_venue_p03_explicit_retrieval,tm2_planning_v02_user_0003,explicit_retrieval,C,False,,longer commute,"Choose the lowest nightly rate, even if it means a longer commute to the meeting venue."
taskmaster_planning_v02_probe_c72090c0df7c53c7,tm2_planning_v02_user_0003_habit_work_hotel_near_venue_p03_explicit_retrieval,tm2_planning_v02_user_0003,explicit_retrieval,D,True,,longer commute,"Choose a hotel close to the meeting venue, even if cheaper options require a longer commute."
taskmaster_planning_v02_probe_e9111e4887239b12,tm2_planning_v02_user_0004_habit_quiet_hotel_for_work_p00_direct_use,tm2_planning_v02_user_0004,direct_use,A,False,,compact rooms,"A hotel attached to the workshop venue, with the shortest commute, a popular lobby bar, compact rooms, and desk space that reviewers say is better for quick emails than longer work blocks."
taskmaster_planning_v02_probe_e9111e4887239b12,tm2_planning_v02_user_0004_habit_quiet_hotel_for_work_p00_direct_use,tm2_planning_v02_user_0004,direct_use,B,False,though,lively;though,"A newer hotel in a restaurant-heavy area with a rooftop lounge, strong design reviews, and easy access to dinner spots, though guests often mention a lively evening atmosphere."
taskmaster_planning_v02_probe_e9111e4887239b12,tm2_planning_v02_user_0004_habit_quiet_hotel_for_work_p00_direct_use,tm2_planning_v02_user_0004,direct_use,C,False,but,but,"A full-service property a short rideshare from the workshop, with a gym, pool, breakfast package, and business center, but mixed room reviews for Wi-Fi strength and work surfaces."
taskmaster_planning_v02_probe_e9111e4887239b12,tm2_planning_v02_user_0004_habit_quiet_hotel_for_work_p00_direct_use,tm2_planning_v02_user_0004,direct_use,D,True,,,"A smaller business-oriented hotel on an office-heavy block, about a 10-minute walk from the workshop, with reliable Wi-Fi, full in-room desks, and fewer on-site amenities or nightlife options."
taskmaster_planning_v02_probe_74d724f100d669c9,tm2_planning_v02_user_0004_habit_quiet_hotel_for_work_p01_boundary,tm2_planning_v02_user_0004,boundary,A,False,,,"A small residential guesthouse in a calm neighborhood, best suited for early nights and local cafés."
taskmaster_planning_v02_probe_74d724f100d669c9,tm2_planning_v02_user_0004_habit_quiet_hotel_for_work_p01_boundary,tm2_planning_v02_user_0004,boundary,B,False,,,"A quiet business hotel outside the nightlife areas with strong desks, soundproof rooms, and dependable Wi-Fi."
taskmaster_planning_v02_probe_74d724f100d669c9,tm2_planning_v02_user_0004_habit_quiet_hotel_for_work_p01_boundary,tm2_planning_v02_user_0004,boundary,C,False,,,"An airport hotel with easy transfers, predictable service, and a lower nightly rate."
taskmaster_planning_v02_probe_74d724f100d669c9,tm2_planning_v02_user_0004_habit_quiet_hotel_for_work_p01_boundary,tm2_planning_v02_user_0004,boundary,D,True,,lively,"A lively central hotel near bars and late-night restaurants, with a rooftop lounge and spaces where the group can gather."
taskmaster_planning_v02_probe_d2045c64c5c44535,tm2_planning_v02_user_0004_habit_quiet_hotel_for_work_p02_exception,tm2_planning_v02_user_0004,exception,A,True,,,"A downtown hotel known for a buzzing lobby bar, rooftop scene, and easy access to group nightlife, accepting some extra noise"
taskmaster_planning_v02_probe_d2045c64c5c44535,tm2_planning_v02_user_0004_habit_quiet_hotel_for_work_p02_exception,tm2_planning_v02_user_0004,exception,B,False,,,"A suite-style extended-stay property with a kitchenette, desk space, and laundry for solo productivity"
taskmaster_planning_v02_probe_d2045c64c5c44535,tm2_planning_v02_user_0004_habit_quiet_hotel_for_work_p02_exception,tm2_planning_v02_user_0004,exception,C,False,but,but,"An airport hotel with shuttle service, free breakfast, and quick transfers, but little evening atmosphere"
taskmaster_planning_v02_probe_d2045c64c5c44535,tm2_planning_v02_user_0004_habit_quiet_hotel_for_work_p02_exception,tm2_planning_v02_user_0004,exception,D,False,,,"A quiet business hotel in a corporate district with strong Wi-Fi, soundproof rooms, and minimal on-site nightlife"
taskmaster_planning_v02_probe_0ef74d8752e5b61f,tm2_planning_v02_user_0004_habit_quiet_hotel_for_work_p03_explicit_retrieval,tm2_planning_v02_user_0004,explicit_retrieval,A,False,,weak,"Choose the lowest-priced hotel available, accepting weaker location or workspace to keep costs down."
taskmaster_planning_v02_probe_0ef74d8752e5b61f,tm2_planning_v02_user_0004_habit_quiet_hotel_for_work_p03_explicit_retrieval,tm2_planning_v02_user_0004,explicit_retrieval,B,True,,lively,"Choose a quieter hotel with dependable Wi-Fi, a usable workspace, and good sleep conditions, even if it is less lively."
taskmaster_planning_v02_probe_0ef74d8752e5b61f,tm2_planning_v02_user_0004_habit_quiet_hotel_for_work_p03_explicit_retrieval,tm2_planning_v02_user_0004,explicit_retrieval,C,False,,,"Choose a hotel with rooftop bars, nightlife, and a social lobby, even if rooms may be noisier."
taskmaster_planning_v02_probe_0ef74d8752e5b61f,tm2_planning_v02_user_0004_habit_quiet_hotel_for_work_p03_explicit_retrieval,tm2_planning_v02_user_0004,explicit_retrieval,D,False,,farther,"Choose a resort-style property with pools, spa amenities, and leisure facilities, even if it is farther from meetings."
taskmaster_planning_v02_probe_86c8ac01c4c800b1,tm2_planning_v02_user_0005_habit_leisure_relaxed_pacing_p00_direct_use,tm2_planning_v02_user_0005,direct_use,A,False,,,"Take the 6:05 AM flight with a 45-minute connection, arrive by late morning, and start sightseeing before hotel check-in."
taskmaster_planning_v02_probe_86c8ac01c4c800b1,tm2_planning_v02_user_0005_habit_leisure_relaxed_pacing_p00_direct_use,tm2_planning_v02_user_0005,direct_use,B,False,,,"Take the latest flight after work, arrive close to midnight, and book an early guided tour the next morning to make up time."
taskmaster_planning_v02_probe_86c8ac01c4c800b1,tm2_planning_v02_user_0005_habit_leisure_relaxed_pacing_p00_direct_use,tm2_planning_v02_user_0005,direct_use,C,False,,,"Take the cheapest overnight itinerary with a long layover, arrive early, store bags, and fit in two museums before check-in."
taskmaster_planning_v02_probe_86c8ac01c4c800b1,tm2_planning_v02_user_0005_habit_leisure_relaxed_pacing_p00_direct_use,tm2_planning_v02_user_0005,direct_use,D,True,,,"Take the late-morning nonstop, arrive mid-afternoon, check in, and keep the first evening to a simple dinner and short walk nearby."
taskmaster_planning_v02_probe_19a05647e201cb74,tm2_planning_v02_user_0005_habit_leisure_relaxed_pacing_p01_boundary,tm2_planning_v02_user_0005,boundary,A,False,,,"Book the 11:45 a.m. nonstop arriving at 2:10 p.m. so the morning is easier, then take a rideshare directly to the client office."
taskmaster_planning_v02_probe_19a05647e201cb74,tm2_planning_v02_user_0005_habit_leisure_relaxed_pacing_p01_boundary,tm2_planning_v02_user_0005,boundary,B,True,,,"Book the 8:10 a.m. nonstop arriving at 10:35 a.m., use a hotel day room or nearby workspace by the client office for prep, and plan to be onsite by 2:00 p.m."
taskmaster_planning_v02_probe_19a05647e201cb74,tm2_planning_v02_user_0005_habit_leisure_relaxed_pacing_p01_boundary,tm2_planning_v02_user_0005,boundary,C,False,,,"Book the 7:00 a.m. flight with a 35-minute connection arriving at 11:15 a.m., then work from the airport to avoid extra ground transportation."
taskmaster_planning_v02_probe_19a05647e201cb74,tm2_planning_v02_user_0005_habit_leisure_relaxed_pacing_p01_boundary,tm2_planning_v02_user_0005,boundary,D,False,,,"Book the cheaper 9:30 a.m. one-stop itinerary arriving at 1:50 p.m., since it still lands before the meeting if everything runs on time."
taskmaster_planning_v02_probe_6a6247e3c37e91d5,tm2_planning_v02_user_0005_habit_leisure_relaxed_pacing_p02_exception,tm2_planning_v02_user_0005,exception,A,False,,,"Fly in Saturday late morning, keep the afternoon open, and choose one relaxed neighborhood walk after checking in."
taskmaster_planning_v02_probe_6a6247e3c37e91d5,tm2_planning_v02_user_0005_habit_leisure_relaxed_pacing_p02_exception,tm2_planning_v02_user_0005,exception,B,False,,,"Take a Saturday morning flight with fewer logistics, skip any timed activities, and focus on an unrushed dinner as the main plan."
taskmaster_planning_v02_probe_6a6247e3c37e91d5,tm2_planning_v02_user_0005_habit_leisure_relaxed_pacing_p02_exception,tm2_planning_v02_user_0005,exception,C,False,but,but,"Arrive Friday night but stay outside the city to save money, then decide Saturday morning whether the Colosseum timing still feels manageable."
taskmaster_planning_v02_probe_6a6247e3c37e91d5,tm2_planning_v02_user_0005_habit_leisure_relaxed_pacing_p02_exception,tm2_planning_v02_user_0005,exception,D,True,,,"Fly in Friday evening, stay near the historic center, start early Saturday, make the 9:30 a.m. Colosseum entry, then continue with a pre-planned route through nearby sights."
taskmaster_planning_v02_probe_6a99dcdf7b3a783d,tm2_planning_v02_user_0005_habit_leisure_relaxed_pacing_p03_explicit_retrieval,tm2_planning_v02_user_0005,explicit_retrieval,A,False,,tight,"Choose the lowest-cost routing even when it requires tight connections, very early departures, or a packed arrival day."
taskmaster_planning_v02_probe_6a99dcdf7b3a783d,tm2_planning_v02_user_0005_habit_leisure_relaxed_pacing_p03_explicit_retrieval,tm2_planning_v02_user_0005,explicit_retrieval,B,True,,tight,"Choose relaxed arrival windows, smoother connections, lighter first-day plans, and fewer tightly packed logistics, even if that means not maximizing every hour."
taskmaster_planning_v02_probe_6a99dcdf7b3a783d,tm2_planning_v02_user_0005_habit_leisure_relaxed_pacing_p03_explicit_retrieval,tm2_planning_v02_user_0005,explicit_retrieval,C,False,,,Prioritize lodging closest to event venues and build the schedule around fixed meeting times.
taskmaster_planning_v02_probe_6a99dcdf7b3a783d,tm2_planning_v02_user_0005_habit_leisure_relaxed_pacing_p03_explicit_retrieval,tm2_planning_v02_user_0005,explicit_retrieval,D,False,,,Book the earliest possible departure and schedule back-to-back activities to maximize sightseeing time.
taskmaster_planning_v02_probe_ff5b2ee42921199d,tm2_planning_v02_user_0006_habit_family_trip_flexible_cancellation_p00_direct_use,tm2_planning_v02_user_0006,direct_use,A,False,,,"Book the lowest total price: a prepaid, nonrefundable two-room rate at a well-rated River North hotel with breakfast included."
taskmaster_planning_v02_probe_ff5b2ee42921199d,tm2_planning_v02_user_0006_habit_family_trip_flexible_cancellation_p00_direct_use,tm2_planning_v02_user_0006,direct_use,B,False,,,"Choose a lower-priced O'Hare-area hotel with larger rooms, accepting the extra transit or rideshare time into the city each day."
taskmaster_planning_v02_probe_ff5b2ee42921199d,tm2_planning_v02_user_0006_habit_family_trip_flexible_cancellation_p00_direct_use,tm2_planning_v02_user_0006,direct_use,C,True,but,but,Choose a comparable Loop hotel that costs a bit more but includes free cancellation until a few days before arrival and no-fee date changes.
taskmaster_planning_v02_probe_ff5b2ee42921199d,tm2_planning_v02_user_0006_habit_family_trip_flexible_cancellation_p00_direct_use,tm2_planning_v02_user_0006,direct_use,D,False,though;even_though,though,"Reserve an apartment-style suite with a kitchen and more shared space, even though its cancellation terms are strict and the total cost is higher."
