probe_id,user_id,domain,query,choices_json,proposed_gold_choice_id,proposed_gold_action,probe_type,target_habit_ids_json,evidence_session_ids_json,difficulty_json,reviewer_decision,reviewer_notes
mdgo_v05_probe_000084,mdgo_v05_fin_user_0004,finance,"Can you verify the current posting state of the $980 Cedar Transit transaction and tell me when the status was checked? This is part of my household budget check. This falls inside a small-business cash-flow check, so I need enough detail to audit the result later. In the same request, what is the short status of my account activity this week, and which transactions support it? Make the handoff usable by a household reviewer without repeating work already completed.","[{""choice_id"": ""A"", ""text"": ""The next step is straightforward. I’ll check the live account or payment state, distinguish queued, pending, and posted items, and label the result with an as-of time. Once that prerequisite is satisfied, I’ll group the relevant entries by merchant or category and connect each group to the final account-level conclusion. I’ll preserve the decision trail so a later reviewer can reconstruct the reasoning.""}, {""choice_id"": ""B"", ""text"": ""The next step is straightforward. I’ll cross-check the official ledger with account notifications, resolve any mismatch, and state the freshest verified status and time. After that, I’ll group the relevant entries by merchant or category and connect each group to the final account-level conclusion. The final note will include the key facts and any uncertainty that still remains.""}, {""choice_id"": ""C"", ""text"": ""The next step is straightforward. I’ll show the current processing stage, the most recent verified update, and the next refresh checkpoint rather than relying on a generic timing estimate. After that, I’ll group the relevant entries by merchant or category and connect each group to the final account-level conclusion. The final note will include the key facts and any uncertainty that still remains.""}, {""choice_id"": ""D"", ""text"": ""The next step is straightforward. I’ll use the secure status page, explain the current processing state, and include the time at which that page was checked. Once that prerequisite is satisfied, I’ll group the relevant entries by merchant or category and connect each group to the final account-level conclusion. The record will retain the relevant constraints without expanding the scope of the request.""}]",A,"The next step is straightforward. I’ll check the live account or payment state, distinguish queued, pending, and posted items, and label the result with an as-of time. Once that prerequisite is satisfied, I’ll group the relevant entries by merchant or category and connect each group to the final account-level conclusion.",drift_composition,"[""finance_payment_status_latest_check"", ""finance_balance_statement_summary_first""]","[""mdgo_v05_fin_user_0004_s0210"", ""mdgo_v05_fin_user_0004_s0239"", ""mdgo_v05_fin_user_0004_s0274"", ""mdgo_v05_fin_user_0004_s0303"", ""mdgo_v05_fin_user_0004_s0108"", ""mdgo_v05_fin_user_0004_s0213"", ""mdgo_v05_fin_user_0004_s0248"", ""mdgo_v05_fin_user_0004_s0258"", ""mdgo_v05_fin_user_0004_s0022"", ""mdgo_v05_fin_user_0004_s0086"", ""mdgo_v05_fin_user_0004_s0162"", ""mdgo_v05_fin_user_0004_s0233"", ""mdgo_v05_fin_user_0004_s0277""]","{""probe_id"": ""mdgo_v05_probe_000084"", ""user_id"": ""mdgo_v05_fin_user_0004"", ""probe_type"": ""drift_composition"", ""target_habit_count"": 2, ""evidence_count"": 13, ""max_evidence_distance"": 297, ""median_evidence_distance"": 86, ""query_token_estimate"": 559}",,
mdgo_v05_probe_000085,mdgo_v05_fin_user_0004,finance,"Approval code 1704 is attached to the exact $195 transfer between my two listed accounts. Can you continue it? This is part of my insurance-payment review. This falls inside a small-business cash-flow check, so I need enough detail to audit the result later. Make the handoff usable by an adviser without repeating work already completed.","[{""choice_id"": ""A"", ""text"": ""Here’s how I’d handle it. I’ll prepare an unsubmitted transaction card with the amount, source, destination or payee, and timing, and use the card’s single approval control before submission. I’ll note the time and scope of the result and keep unrelated issues separate.""}, {""choice_id"": ""B"", ""text"": ""The next step is straightforward. The narrow exception applies, so the scoped action is: verify that the approval matches the exact transaction and continue without asking for a duplicate confirmation. The record will retain the relevant constraints without expanding the scope of the request.""}, {""choice_id"": ""C"", ""text"": ""Here’s how I’d handle it. I’ll use two short checkpoints: first confirm the destination or payee, then confirm the amount and timing before the transaction is submitted. I’ll note the time and scope of the result and keep unrelated issues separate.""}, {""choice_id"": ""D"", ""text"": ""Here’s how I’d handle it. I’ll read back the amount, source, destination or payee, and timing shown in the request, then wait for one final yes before anything is submitted. The final note will include the key facts and any uncertainty that still remains.""}]",B,"The next step is straightforward. The narrow exception applies, so the scoped action is: verify that the approval matches the exact transaction and continue without asking for a duplicate confirmation.",drift_exception,"[""finance_confirm_money_movement""]","[""mdgo_v05_fin_user_0004_s0291"", ""mdgo_v05_fin_user_0004_s0211"", ""mdgo_v05_fin_user_0004_s0240"", ""mdgo_v05_fin_user_0004_s0275"", ""mdgo_v05_fin_user_0004_s0304""]","{""probe_id"": ""mdgo_v05_probe_000085"", ""user_id"": ""mdgo_v05_fin_user_0004"", ""probe_type"": ""drift_exception"", ""target_habit_count"": 1, ""evidence_count"": 5, ""max_evidence_distance"": 108, ""median_evidence_distance"": 44, ""query_token_estimate"": 398}",,
mdgo_v05_probe_000086,mdgo_v05_fin_user_0004,finance,Close the current review of checking ending 4188 with a memo that links every finding to the entries behind it. Make the handoff usable by an adviser without repeating work already completed.,"[{""choice_id"": ""A"", ""text"": ""For checking ending 4188, I’ll carry forward the phone-callback format used in an earlier review, give a short verbal summary, and leave the detailed entries out of the written record. The result will state what was checked, what was concluded, and what remains unresolved. The response will preserve the relevant context so another person can follow how the conclusion was reached.""}, {""choice_id"": ""B"", ""text"": ""For checking ending 4188, I’ll reuse the category-chart style from a prior case and omit the underlying transaction list unless you ask later. The record will retain the relevant constraints without expanding the scope of the request. The handoff will be concise enough to scan and detailed enough to audit afterward.""}, {""choice_id"": ""C"", ""text"": ""For checking ending 4188, I’ll give a concise in-chat recap with the supporting entries, then present chronological, merchant-grouped, and export layouts as choices. I’ll keep the delivery and layout undecided until you select one for this review. I’ll distinguish verified facts from provisional assumptions in the written record.""}, {""choice_id"": ""D"", ""text"": ""For checking ending 4188, I’ll treat the merchant-grouped spreadsheet from an earlier review as the preferred format and use it as the complete follow-up for this review. I’ll distinguish verified facts from provisional assumptions in the written record. The response will preserve the relevant context so another person can follow how the conclusion was reached.""}]",C,"For checking ending 4188, I’ll give a concise in-chat recap with the supporting entries, then present chronological, merchant-grouped, and export layouts as choices. I’ll keep the delivery and layout undecided until you select one for this review.",false_personalization,"[""finance_unestablished_followup_format""]",[],"{""probe_id"": ""mdgo_v05_probe_000086"", ""user_id"": ""mdgo_v05_fin_user_0004"", ""probe_type"": ""false_personalization"", ""target_habit_count"": 1, ""evidence_count"": 0, ""max_evidence_distance"": """", ""median_evidence_distance"": """", ""query_token_estimate"": 437}",,
mdgo_v05_probe_000087,mdgo_v05_fin_user_0004,finance,Reconcile the current statement for checking ending 4188 and make each anomaly traceable to the underlying transaction line. Make the handoff usable by a second reviewer without repeating work already completed.,"[{""choice_id"": ""A"", ""text"": ""For checking ending 4188, I’ll treat the earlier merchant-grouped table as the default, add subtotals, and make it the main statement review without checking the current layout need. I’ll distinguish verified facts from provisional assumptions in the written record. The final note will include the key facts and any uncertainty that still remains.""}, {""choice_id"": ""B"", ""text"": ""For checking ending 4188, I’ll carry forward the chronological-list style from another review with no opening finding, leaving you to infer which entries are unusual. The handoff will be concise enough to scan and detailed enough to audit afterward. I’ll distinguish verified facts from provisional assumptions in the written record. The record will retain the relevant constraints without expanding the scope of the request.""}, {""choice_id"": ""C"", ""text"": ""For checking ending 4188, I’ll reuse the phone-review pattern from an earlier case and keep only a one-line written note rather than the supporting reconciliation. The record will retain the relevant constraints without expanding the scope of the request. I’ll preserve the decision trail so a later reviewer can reconstruct the reasoning.""}, {""choice_id"": ""D"", ""text"": ""For checking ending 4188, I’ll start with the finding and the entries that support it, then present chronological, merchant-grouped, and export layouts for this review. The earlier merchant-grouped table remains one available format among several choices for the current review. The handoff will be concise enough to scan and detailed enough to audit afterward.""}]",D,"For checking ending 4188, I’ll start with the finding and the entries that support it, then present chronological, merchant-grouped, and export layouts for this review. The earlier merchant-grouped table remains one available format among several choices for the current review.",insufficient_evidence,"[""finance_oneoff_merchant_grouping""]","[""mdgo_v05_fin_user_0004_s0053""]","{""probe_id"": ""mdgo_v05_probe_000087"", ""user_id"": ""mdgo_v05_fin_user_0004"", ""probe_type"": ""insufficient_evidence"", ""target_habit_count"": 1, ""evidence_count"": 1, ""max_evidence_distance"": 266, ""median_evidence_distance"": 266, ""query_token_estimate"": 462}",,
mdgo_v05_probe_000088,mdgo_v05_fin_user_0004,finance,"How do scheduled bank payments usually move from queued to posted? I am using the answer in notes for my freelance income review. This falls inside a small-business cash-flow check, so I need enough detail to audit the result later. This is a routine mid-cycle request rather than a month-end close. Also, I need a quick read of the statement before I examine the individual lines. Make the handoff usable by an accountant without repeating work already completed.","[{""choice_id"": ""A"", ""text"": ""I can work through that safely. This request is outside the recurring workflow, so the scoped action is: answer conceptually without pretending a live account check occurred. Once that prerequisite is satisfied, I’ll group the relevant entries by merchant or category and connect each group to the final account-level conclusion. I’ll keep the explanation tied to the current case rather than adding unrelated background.""}, {""choice_id"": ""B"", ""text"": ""I’ll take this in the following order. I’ll check the live account or payment state, distinguish queued, pending, and posted items, and label the result with an as-of time. After that, I’ll group the relevant entries by merchant or category and connect each group to the final account-level conclusion. I’ll keep a concise record of the inputs, assumptions, and result for later review.""}, {""choice_id"": ""C"", ""text"": ""I can work through that safely. This request is outside the recurring workflow, so the scoped action is: answer conceptually without pretending a live account check occurred. Once that prerequisite is satisfied, I’ll show unusual entries first in a compact table and close with the overall account-level finding and remaining uncertainty. The final note will include the key facts and any uncertainty that still remains.""}, {""choice_id"": ""D"", ""text"": ""I can work through that safely. This request is outside the recurring workflow, so the scoped action is: answer conceptually without pretending a live account check occurred. Once that prerequisite is satisfied, I’ll lead with the account-level finding, then list the small set of entries and reconciliation details that support it. I’ll keep the explanation tied to the current case rather than adding unrelated background.""}]",A,"I can work through that safely. This request is outside the recurring workflow, so the scoped action is: answer conceptually without pretending a live account check occurred. Once that prerequisite is satisfied, I’ll group the relevant entries by merchant or category and connect each group to the final account-level conclusion.",temporal_scope,"[""finance_payment_status_latest_check"", ""finance_balance_statement_summary_first""]","[""mdgo_v05_fin_user_0004_s0210"", ""mdgo_v05_fin_user_0004_s0239"", ""mdgo_v05_fin_user_0004_s0274"", ""mdgo_v05_fin_user_0004_s0303"", ""mdgo_v05_fin_user_0004_s0022"", ""mdgo_v05_fin_user_0004_s0086"", ""mdgo_v05_fin_user_0004_s0162"", ""mdgo_v05_fin_user_0004_s0233"", ""mdgo_v05_fin_user_0004_s0277""]","{""probe_id"": ""mdgo_v05_probe_000088"", ""user_id"": ""mdgo_v05_fin_user_0004"", ""probe_type"": ""temporal_scope"", ""target_habit_count"": 2, ""evidence_count"": 9, ""max_evidence_distance"": 297, ""median_evidence_distance"": 86, ""query_token_estimate"": 572}",,
mdgo_v05_probe_000089,mdgo_v05_fin_user_0004,finance,"Can you set up a $285 payment for the travel fund from my checking account ending 4188? I am checking it for my work as a graduate student. This falls inside a small-business cash-flow check, so I need enough detail to audit the result later. Also, an overdraft fee of $640 appeared after a deposit posted late; I want the case reviewed. Before acting, briefly restate the two recurring workflows from earlier sessions that govern these parts. Make the handoff usable by my future self without repeating work already completed.","[{""choice_id"": ""A"", ""text"": ""The next step is straightforward. I’ll read back the amount, source, destination or payee, and timing shown in the request, then wait for one final yes before anything is submitted. After that, I’ll prepare an unsubmitted dispute draft with the available evidence and request approval on that draft before it becomes a case. I’ll keep the explanation tied to the current case rather than adding unrelated background. The record will retain the relevant constraints without expanding the scope of the request.""}, {""choice_id"": ""B"", ""text"": ""Here is the appropriate next step. I’ll prepare an unsubmitted dispute draft with the available evidence and request approval on that draft before it becomes a case. After that, I’ll use two short checkpoints: first confirm the destination or payee, then confirm the amount and timing before the transaction is submitted. I’ll distinguish verified facts from provisional assumptions in the written record. The final note will include the key facts and any uncertainty that still remains.""}, {""choice_id"": ""C"", ""text"": ""The next step is straightforward. I’ll use two short checkpoints: first confirm the destination or payee, then confirm the amount and timing before the transaction is submitted. For the other part, I’ll reconcile the merchant and statement records first, document any remaining mismatch, and ask before filing a dispute if it is still unresolved. I’ll keep a concise record of the inputs, assumptions, and result for later review.""}, {""choice_id"": ""D"", ""text"": ""The next step is straightforward. I’ll prepare an unsubmitted transaction card with the amount, source, destination or payee, and timing, and use the card’s single approval control before submission. For the other part, I’ll assemble the relevant statement line, receipt, merchant, date, and amount into an evidence pack, summarize it, and ask before filing a case. I’ll keep the explanation tied to the current case rather than adding unrelated background.""}]",B,"Here is the appropriate next step. I’ll prepare an unsubmitted dispute draft with the available evidence and request approval on that draft before it becomes a case. After that, I’ll use two short checkpoints: first confirm the destination or payee, then confirm the amount and timing before the transaction is submitted.",explicit_retrieval,"[""finance_confirm_money_movement"", ""finance_fee_dispute_evidence_then_case""]","[""mdgo_v05_fin_user_0004_s0211"", ""mdgo_v05_fin_user_0004_s0240"", ""mdgo_v05_fin_user_0004_s0275"", ""mdgo_v05_fin_user_0004_s0304""]","{""probe_id"": ""mdgo_v05_probe_000089"", ""user_id"": ""mdgo_v05_fin_user_0004"", ""probe_type"": ""explicit_retrieval"", ""target_habit_count"": 2, ""evidence_count"": 4, ""max_evidence_distance"": 108, ""median_evidence_distance"": 61.5, ""query_token_estimate"": 651}",,
mdgo_v05_probe_000090,mdgo_v05_fin_user_0005,finance,"What is the current status of transfer reference 7789? This is part of my tax-preparation checklist. This falls inside an annual insurance review, so I need enough detail to audit the result later. The request is time-sensitive, but I still need the result to be auditable afterward. Tie each conclusion to the evidence or system state that supports it.","[{""choice_id"": ""A"", ""text"": ""Here’s how I’d handle it. I’ll check the live account or payment state, distinguish queued, pending, and posted items, and label the result with an as-of time. I’ll keep the explanation tied to the current case rather than adding unrelated background.""}, {""choice_id"": ""B"", ""text"": ""Here’s how I’d handle it. I’ll show the current processing stage, the most recent verified update, and the next refresh checkpoint rather than relying on a generic timing estimate. The result will state what was checked, what was concluded, and what remains unresolved.""}, {""choice_id"": ""C"", ""text"": ""Here’s how I’d handle it. I’ll use the secure status page, explain the current processing state, and include the time at which that page was checked. I’ll preserve the decision trail so a later reviewer can reconstruct the reasoning.""}, {""choice_id"": ""D"", ""text"": ""Here’s how I’d handle it. I’ll cross-check the official ledger with account notifications, resolve any mismatch, and state the freshest verified status and time. I’ll preserve the decision trail so a later reviewer can reconstruct the reasoning.""}]",C,"Here’s how I’d handle it. I’ll use the secure status page, explain the current processing state, and include the time at which that page was checked.",long_gap_direct,"[""finance_payment_status_latest_check""]","[""mdgo_v05_fin_user_0005_s0209"", ""mdgo_v05_fin_user_0005_s0238"", ""mdgo_v05_fin_user_0005_s0273"", ""mdgo_v05_fin_user_0005_s0302""]","{""probe_id"": ""mdgo_v05_probe_000090"", ""user_id"": ""mdgo_v05_fin_user_0005"", ""probe_type"": ""long_gap_direct"", ""target_habit_count"": 1, ""evidence_count"": 4, ""max_evidence_distance"": 110, ""median_evidence_distance"": 63.5, ""query_token_estimate"": 389}",,
mdgo_v05_probe_000091,mdgo_v05_fin_user_0005,finance,"Change the mailing preference on checking ending 4205 from paper to electronic statements. This is part of my invoice audit. This falls inside an annual insurance review, so I need enough detail to audit the result later. The last related case was a while ago, and several unrelated support issues have happened since then. Tie each conclusion to the evidence or system state that supports it.","[{""choice_id"": ""A"", ""text"": ""I’ll take this in the following order. This request is outside the recurring workflow, so the scoped action is: give the comparison or policy answer without treating it as a change request. The result will state what was checked, what was concluded, and what remains unresolved.""}, {""choice_id"": ""B"", ""text"": ""I can work through that safely. I’ll complete a short impact checklist for the requested change and confirm it through an authenticated callback initiated from the account before applying it. I’ll preserve the decision trail so a later reviewer can reconstruct the reasoning.""}, {""choice_id"": ""C"", ""text"": ""I can work through that safely. I’ll restate the exact card or account setting to be changed and its consequence, then obtain one final approval before applying it. I’ll note the time and scope of the result and keep unrelated issues separate. I’ll keep a concise record of the inputs, assumptions, and result for later review.""}, {""choice_id"": ""D"", ""text"": ""I can work through that safely. I’ll show a concise before-and-after comparison for the requested card or account change and wait for approval on that comparison before applying it. The result will state what was checked, what was concluded, and what remains unresolved.""}]",D,I can work through that safely. I’ll show a concise before-and-after comparison for the requested card or account change and wait for approval on that comparison before applying it.,implicit_direct,"[""finance_confirm_card_account_changes""]","[""mdgo_v05_fin_user_0005_s0022"", ""mdgo_v05_fin_user_0005_s0086"", ""mdgo_v05_fin_user_0005_s0162"", ""mdgo_v05_fin_user_0005_s0233"", ""mdgo_v05_fin_user_0005_s0277""]","{""probe_id"": ""mdgo_v05_probe_000091"", ""user_id"": ""mdgo_v05_fin_user_0005"", ""probe_type"": ""implicit_direct"", ""target_habit_count"": 1, ""evidence_count"": 5, ""max_evidence_distance"": 297, ""median_evidence_distance"": 157, ""query_token_estimate"": 427}",,
mdgo_v05_probe_000092,mdgo_v05_fin_user_0005,finance,"Why can card payments remain pending for several days? The question is for a training note I am writing in Sacramento. I may hand this record to an adviser later, so make the assumptions and action boundary explicit. I need the answer for a planning note I will revisit next week. Tie each conclusion to the evidence or system state that supports it.","[{""choice_id"": ""A"", ""text"": ""I can help. This request is outside the recurring workflow, so the scoped action is: answer conceptually without pretending a live account check occurred. I’ll distinguish verified facts from provisional assumptions in the written record. I’ll note the time and scope of the result and keep unrelated issues separate.""}, {""choice_id"": ""B"", ""text"": ""Here’s how I’d handle it. I’ll check the live account or payment state, distinguish queued, pending, and posted items, and label the result with an as-of time. I’ll distinguish verified facts from provisional assumptions in the written record.""}, {""choice_id"": ""C"", ""text"": ""Here’s how I’d handle it. I’ll use the secure status page, explain the current processing state, and include the time at which that page was checked. The result will state what was checked, what was concluded, and what remains unresolved.""}, {""choice_id"": ""D"", ""text"": ""Here’s how I’d handle it. I’ll show the current processing stage, the most recent verified update, and the next refresh checkpoint rather than relying on a generic timing estimate. The result will state what was checked, what was concluded, and what remains unresolved.""}]",A,"I can help. This request is outside the recurring workflow, so the scoped action is: answer conceptually without pretending a live account check occurred.",boundary_near_miss,"[""finance_payment_status_latest_check""]","[""mdgo_v05_fin_user_0005_s0126""]","{""probe_id"": ""mdgo_v05_probe_000092"", ""user_id"": ""mdgo_v05_fin_user_0005"", ""probe_type"": ""boundary_near_miss"", ""target_habit_count"": 1, ""evidence_count"": 1, ""max_evidence_distance"": 193, ""median_evidence_distance"": 193, ""query_token_estimate"": 402}",,
mdgo_v05_probe_000093,mdgo_v05_fin_user_0005,finance,"I am comparing checking-account notification options; which alerts are commonly available? The question is for a training note I am writing in Sacramento. I may hand this record to an adviser later, so make the assumptions and action boundary explicit. At the same time, there are two suspicious transactions on card ending 8725, including $65 at Juniper Mobile. Treat these as separate conditions inside one response. Tie each conclusion to the evidence or system state that supports it.","[{""choice_id"": ""A"", ""text"": ""Here’s how I’d handle it. This request is outside the recurring workflow, so the scoped action is: give the comparison or policy answer without treating it as a change request. Once that prerequisite is satisfied, I’ll immediately lock the affected card, check its current transaction state, and route the incident to the fraud team with a written case summary. I’ll keep the explanation tied to the current case rather than adding unrelated background.""}, {""choice_id"": ""B"", ""text"": ""Here’s how I’d handle it. This request is outside the recurring workflow, so the scoped action is: give the comparison or policy answer without treating it as a change request. After that, I’ll activate the relevant card controls and send a concise incident timeline to fraud support so the protective action and next checkpoint are both visible. The handoff will be concise enough to scan and detailed enough to audit afterward.""}, {""choice_id"": ""C"", ""text"": ""Here’s how I’d handle it. This request is outside the recurring workflow, so the scoped action is: give the comparison or policy answer without treating it as a change request. For the other part, I’ll verify the last known legitimate activity, lock the affected card, and then escalate the incident with the suspicious details preserved. The handoff will be concise enough to scan and detailed enough to audit afterward.""}, {""choice_id"": ""D"", ""text"": ""I can help. I’ll show a concise before-and-after comparison for the requested card or account change and wait for approval on that comparison before applying it. For the other part, I’ll activate the relevant card controls and send a concise incident timeline to fraud support so the protective action and next checkpoint are both visible. I’ll distinguish verified facts from provisional assumptions in the written record. The record will retain the relevant constraints without expanding the scope of the request.""}]",B,"Here’s how I’d handle it. This request is outside the recurring workflow, so the scoped action is: give the comparison or policy answer without treating it as a change request. After that, I’ll activate the relevant card controls and send a concise incident timeline to fraud support so the protective action and next checkpoint are both visible.",boundary_plus_active,"[""finance_confirm_card_account_changes"", ""finance_fraud_lost_card_urgent_escalation""]","[""mdgo_v05_fin_user_0005_s0121"", ""mdgo_v05_fin_user_0005_s0022"", ""mdgo_v05_fin_user_0005_s0086"", ""mdgo_v05_fin_user_0005_s0162"", ""mdgo_v05_fin_user_0005_s0233"", ""mdgo_v05_fin_user_0005_s0277"", ""mdgo_v05_fin_user_0005_s0128"", ""mdgo_v05_fin_user_0005_s0211"", ""mdgo_v05_fin_user_0005_s0240"", ""mdgo_v05_fin_user_0005_s0275"", ""mdgo_v05_fin_user_0005_s0304""]","{""probe_id"": ""mdgo_v05_probe_000093"", ""user_id"": ""mdgo_v05_fin_user_0005"", ""probe_type"": ""boundary_plus_active"", ""target_habit_count"": 2, ""evidence_count"": 11, ""max_evidence_distance"": 297, ""median_evidence_distance"": 108, ""query_token_estimate"": 625}",,
mdgo_v05_probe_000094,mdgo_v05_fin_user_0005,finance,"Case 1511 already covers the $125 charge from Northline Books. Can you check its status? This is part of my tuition budget plan. This falls inside an annual insurance review, so I need enough detail to audit the result later. Tie each conclusion to the evidence or system state that supports it.","[{""choice_id"": ""A"", ""text"": ""I’ll take this in the following order. I’ll build a concise charge timeline, identify the unresolved evidence gap, and use the agreed escalation threshold before opening a case. The handoff will be concise enough to scan and detailed enough to audit afterward.""}, {""choice_id"": ""B"", ""text"": ""I’ll take this in the following order. I’ll reconcile the merchant and statement records first, document any remaining mismatch, and ask before filing a dispute if it is still unresolved. I’ll keep a concise record of the inputs, assumptions, and result for later review.""}, {""choice_id"": ""C"", ""text"": ""I’ll take this in the following order. The narrow exception applies, so the scoped action is: retrieve the existing case status instead of filing a duplicate. I’ll distinguish verified facts from provisional assumptions in the written record. The result will state what was checked, what was concluded, and what remains unresolved.""}, {""choice_id"": ""D"", ""text"": ""I’ll take this in the following order. I’ll assemble the relevant statement line, receipt, merchant, date, and amount into an evidence pack, summarize it, and ask before filing a case. I’ll distinguish verified facts from provisional assumptions in the written record.""}]",C,"I’ll take this in the following order. The narrow exception applies, so the scoped action is: retrieve the existing case status instead of filing a duplicate.",exception_nested,"[""finance_fee_dispute_evidence_then_case""]","[""mdgo_v05_fin_user_0005_s0203""]","{""probe_id"": ""mdgo_v05_probe_000094"", ""user_id"": ""mdgo_v05_fin_user_0005"", ""probe_type"": ""exception_nested"", ""target_habit_count"": 1, ""evidence_count"": 1, ""max_evidence_distance"": 116, ""median_evidence_distance"": 116, ""query_token_estimate"": 401}",,
mdgo_v05_probe_000095,mdgo_v05_fin_user_0005,finance,"The bank app shows the card is frozen and case 6279 covers the $725 Mosaic Kitchen charge. What is the next step? This is the next item on my weekly account review checklist. I will compare the answer with the reconciliation notes anchored around the 8th. Also, I was charged a $980 fee that I do not recognize. Help me prepare the dispute. Tie each conclusion to the evidence or system state that supports it.","[{""choice_id"": ""A"", ""text"": ""Here’s how I’d handle it. The narrow exception applies, so the scoped action is: check the existing case status and next step rather than opening a duplicate case. For the other part, I’ll assemble the relevant statement line, receipt, merchant, date, and amount into an evidence pack, summarize it, and ask before filing a case. The result will state what was checked, what was concluded, and what remains unresolved.""}, {""choice_id"": ""B"", ""text"": ""Here’s how I’d handle it. The narrow exception applies, so the scoped action is: check the existing case status and next step rather than opening a duplicate case. Once that prerequisite is satisfied, I’ll prepare an unsubmitted dispute draft with the available evidence and request approval on that draft before it becomes a case. I’ll keep a concise record of the inputs, assumptions, and result for later review. I’ll note the time and scope of the result and keep unrelated issues separate.""}, {""choice_id"": ""C"", ""text"": ""I can work through that safely. I’ll activate the relevant card controls and send a concise incident timeline to fraud support so the protective action and next checkpoint are both visible. After that, I’ll reconcile the merchant and statement records first, document any remaining mismatch, and ask before filing a dispute if it is still unresolved. The record will retain the relevant constraints without expanding the scope of the request.""}, {""choice_id"": ""D"", ""text"": ""Here’s how I’d handle it. The narrow exception applies, so the scoped action is: check the existing case status and next step rather than opening a duplicate case. Then, I’ll reconcile the merchant and statement records first, document any remaining mismatch, and ask before filing a dispute if it is still unresolved. The final note will include the key facts and any uncertainty that still remains.""}]",D,"Here’s how I’d handle it. The narrow exception applies, so the scoped action is: check the existing case status and next step rather than opening a duplicate case. Then, I’ll reconcile the merchant and statement records first, document any remaining mismatch, and ask before filing a dispute if it is still unresolved.",exception_plus_active,"[""finance_fraud_lost_card_urgent_escalation"", ""finance_fee_dispute_evidence_then_case""]","[""mdgo_v05_fin_user_0005_s0291"", ""mdgo_v05_fin_user_0005_s0211"", ""mdgo_v05_fin_user_0005_s0240"", ""mdgo_v05_fin_user_0005_s0275"", ""mdgo_v05_fin_user_0005_s0304"", ""mdgo_v05_fin_user_0005_s0203"", ""mdgo_v05_fin_user_0005_s0028"", ""mdgo_v05_fin_user_0005_s0092"", ""mdgo_v05_fin_user_0005_s0168"", ""mdgo_v05_fin_user_0005_s0239"", ""mdgo_v05_fin_user_0005_s0283""]","{""probe_id"": ""mdgo_v05_probe_000095"", ""user_id"": ""mdgo_v05_fin_user_0005"", ""probe_type"": ""exception_plus_active"", ""target_habit_count"": 2, ""evidence_count"": 11, ""max_evidence_distance"": 291, ""median_evidence_distance"": 80, ""query_token_estimate"": 590}",,
mdgo_v05_probe_000096,mdgo_v05_fin_user_0005,finance,"I want to update the contact email connected to card ending 8725. I am handling it from Sacramento as part of a tax-preparation checklist. I may hand this record to an adviser later, so make the assumptions and action boundary explicit. In the same request, a transaction from Willow Fitness appeared while the physical card ending 8725 was with me. Both parts must be resolved in this same support session. Tie each conclusion to the evidence or system state that supports it.","[{""choice_id"": ""A"", ""text"": ""I can help. I’ll activate the relevant card controls and send a concise incident timeline to fraud support so the protective action and next checkpoint are both visible. After that, I’ll show a concise before-and-after comparison for the requested card or account change and wait for approval on that comparison before applying it. The result will state what was checked, what was concluded, and what remains unresolved.""}, {""choice_id"": ""B"", ""text"": ""I can help. I’ll verify the last known legitimate activity, lock the affected card, and then escalate the incident with the suspicious details preserved. Then, I’ll show a concise before-and-after comparison for the requested card or account change and wait for approval on that comparison before applying it. I’ll distinguish verified facts from provisional assumptions in the written record. The result will state what was checked, what was concluded, and what remains unresolved.""}, {""choice_id"": ""C"", ""text"": ""I can help. I’ll immediately lock the affected card, check its current transaction state, and route the incident to the fraud team with a written case summary. After that, I’ll show a concise before-and-after comparison for the requested card or account change and wait for approval on that comparison before applying it. The response will preserve the relevant context so another person can follow how the conclusion was reached.""}, {""choice_id"": ""D"", ""text"": ""I can help. I’ll activate the relevant card controls and send a concise incident timeline to fraud support so the protective action and next checkpoint are both visible. After that, I’ll restate the exact card or account setting to be changed and its consequence, then obtain one final approval before applying it. The record will retain the relevant constraints without expanding the scope of the request.""}]",A,"I can help. I’ll activate the relevant card controls and send a concise incident timeline to fraud support so the protective action and next checkpoint are both visible. After that, I’ll show a concise before-and-after comparison for the requested card or account change and wait for approval on that comparison before applying it.",composition_pair,"[""finance_confirm_card_account_changes"", ""finance_fraud_lost_card_urgent_escalation""]","[""mdgo_v05_fin_user_0005_s0178"", ""mdgo_v05_fin_user_0005_s0258"", ""mdgo_v05_fin_user_0005_s0022"", ""mdgo_v05_fin_user_0005_s0086"", ""mdgo_v05_fin_user_0005_s0162"", ""mdgo_v05_fin_user_0005_s0233"", ""mdgo_v05_fin_user_0005_s0277"", ""mdgo_v05_fin_user_0005_s0143"", ""mdgo_v05_fin_user_0005_s0211"", ""mdgo_v05_fin_user_0005_s0240"", ""mdgo_v05_fin_user_0005_s0275"", ""mdgo_v05_fin_user_0005_s0304""]","{""probe_id"": ""mdgo_v05_probe_000096"", ""user_id"": ""mdgo_v05_fin_user_0005"", ""probe_type"": ""composition_pair"", ""target_habit_count"": 2, ""evidence_count"": 12, ""max_evidence_distance"": 297, ""median_evidence_distance"": 97.0, ""query_token_estimate"": 597}",,
